iter	RMSE
0	2.342883771
1	2.274288587
2	2.215931438
3	2.159483273
4	2.099790026
5	2.046480614
6	1.997668683
7	1.952004461
8	1.897679886
9	1.847025352
10	1.794196459
11	1.747434327
12	1.701393229
13	1.660528903
14	1.618655538
15	1.576731595
16	1.535670421
17	1.494316597
18	1.459294994
19	1.423649771
20	1.393194302
21	1.360376854
22	1.328612111
23	1.296183571
24	1.267257389
25	1.236073472
26	1.207238046
27	1.178835987
28	1.152618653
29	1.12813179
30	1.101839539
31	1.077124
32	1.054900283
33	1.031650617
34	1.009660937
35	0.9899452125
36	0.9702633919
37	0.9509128586
38	0.9317532655
39	0.9113095281
40	0.8947568381
41	0.877655208
42	0.8625482471
43	0.8471773788
44	0.8328046712
45	0.8189687742
46	0.8039555476
47	0.7907215668
48	0.7764265329
49	0.7632376257
50	0.751069653
51	0.739182992
52	0.7277538379
53	0.7171484339
54	0.7062421718
55	0.69692744
56	0.6879149949
57	0.6790124633
58	0.6715605885
59	0.6645498866
60	0.654773666
61	0.6467335299
62	0.640276357
63	0.6317640743
64	0.6252726065
65	0.618491969
66	0.6113543287
67	0.6053237785
68	0.5983994616
69	0.592067376
70	0.5858010518
71	0.5800741951
72	0.5729353452
73	0.568184655
74	0.5632352829
75	0.5587638191
76	0.5539448122
77	0.5497863961
78	0.544926714
79	0.5410341713
80	0.536438332
81	0.5326017618
82	0.5285460088
83	0.5240327124
84	0.5201441144
85	0.5168915068
86	0.5134686222
87	0.5099095119
88	0.5061390074
89	0.5032021156
90	0.4996050757
91	0.496772595
92	0.4938620716
93	0.4913594614
94	0.4887064368
95	0.4868901252
96	0.4843308049
97	0.4813697873
98	0.4785284661
99	0.4761887209
100	0.4738964749
101	0.4714314392
102	0.4689273766
103	0.467027627
104	0.4648478472
105	0.4628612093
106	0.4611040988
107	0.4590907832
108	0.4569659395
109	0.4549722596
110	0.4530938849
111	0.4510098557
112	0.4493221744
113	0.4475840993
114	0.4452167391
115	0.4434795526
116	0.441864
117	0.4404294178
118	0.4387294335
119	0.4369327269
120	0.4357360233
121	0.4337583457
122	0.4324058032
123	0.4310522122
124	0.4299085161
125	0.4279832338
126	0.4263434046
127	0.4249859791
128	0.4233487687
129	0.4219725976
130	0.4202928749
131	0.4189264199
132	0.4172922859
133	0.4160278498
134	0.4153321138
135	0.4140341832
136	0.4128906243
137	0.4113736538
138	0.410415959
139	0.4093631284
140	0.4082559426
141	0.4069470677
142	0.405468559
143	0.4045062852
144	0.4034343676
145	0.4021902088
146	0.4009107954
147	0.4002253656
148	0.3990037532
149	0.3980082039
150	0.3969325624
151	0.3962348482
152	0.3955128753
153	0.3944609588
154	0.3935481395
155	0.3929681033
156	0.39207615
157	0.3912866289
158	0.3900486075
159	0.3890647299
160	0.3878242518
161	0.3869886282
162	0.386239585
163	0.385080921
164	0.384603837
165	0.3837876706
166	0.3830713853
167	0.3820124801
168	0.3811764223
169	0.3805836275
170	0.3796757616
171	0.3789370362
172	0.3783688565
173	0.3773213503
174	0.3763778876
175	0.375401045
176	0.3745886718
177	0.3737485895
178	0.373049624
179	0.3723609551
180	0.3720155341
181	0.3714875141
182	0.3706198405
183	0.3700798034
184	0.3692576548
185	0.3682921668
186	0.3671279785
187	0.3660627153
188	0.3650676531
189	0.3641647585
190	0.3632793516
191	0.3624946814
192	0.3614657693
193	0.3606275089
194	0.3601299188
195	0.3594997698
196	0.3591992731
197	0.3584315953
198	0.3575663706
199	0.356801154
200	0.3558398252
201	0.3554961908
202	0.3547665927
203	0.354203471
204	0.3536492999
205	0.3527701905
206	0.3521109022
207	0.3516656659
208	0.3512229941
209	0.350564634
210	0.3502869947
211	0.3497476996
212	0.3489207418
213	0.3486424343
214	0.347885607
215	0.3470516664
216	0.3462499429
217	0.3457595968
218	0.3453454774
219	0.3448491516
220	0.344267079
221	0.343747436
222	0.3428710141
223	0.3421845566
224	0.3417823748
225	0.3411240503
226	0.3401935329
227	0.3400021707
228	0.3397556341
229	0.3386685834
230	0.3381667599
231	0.3379839902
232	0.3374202536
233	0.3368935917
234	0.3362201835
235	0.336018493
236	0.3355711973
237	0.3353838502
238	0.3346607355
239	0.3339925737
240	0.333025657
241	0.3326034773
242	0.3319520814
243	0.3314147288
244	0.3310403165
245	0.3304227282
246	0.3295968195
247	0.3292708995
248	0.3290600883
249	0.328881963
250	0.3286581023
251	0.328500008
252	0.3278663865
253	0.3273908813
254	0.3267811515
255	0.3263540293
256	0.3258371418
257	0.3257091185
258	0.325135619
259	0.3244355136
260	0.3239637546
261	0.323744189
262	0.3226484842
263	0.3218738699
264	0.3211110598
265	0.320678389
266	0.3205091779
267	0.3202752771
268	0.3201282974
269	0.3200012867
270	0.3198686905
271	0.3188778116
272	0.3186000697
273	0.3180876505
274	0.3176190353
275	0.3174785632
276	0.3173851791
277	0.3165991585
278	0.3160793967
279	0.3154404034
280	0.3149262319
281	0.3138800014
282	0.3134963533
283	0.3127022362
284	0.3124263807
285	0.3122015085
286	0.3113785453
287	0.3112458242
288	0.3107893053
289	0.3100472027
290	0.3096674847
291	0.309345567
292	0.3088738164
293	0.3081471478
294	0.3080162429
295	0.3079241658
296	0.3072900641
297	0.3072126864
298	0.3070045322
299	0.3065845102
300	0.306277965
301	0.3053955408
302	0.3049096602
303	0.3044098503
304	0.3041720305
305	0.3035525945
306	0.3026804028
307	0.3025967897
308	0.302130181
309	0.3015991359
310	0.3015187022
311	0.3005487218
312	0.2998824341
313	0.2994619158
314	0.2988012848
315	0.2983342234
316	0.2974685622
317	0.2967014889
318	0.296057702
319	0.2955115516
320	0.2951421921
321	0.2949604703
322	0.2948817364
323	0.2943060787
324	0.2937461862
325	0.293544529
326	0.2932905407
327	0.2924991023
328	0.2924129165
329	0.2922598296
330	0.2920988206
331	0.29132958
332	0.2905730333
333	0.2898655738
334	0.2892666755
335	0.2889339143
336	0.2885922586
337	0.2885141716
338	0.287886495
339	0.2873880387
340	0.2872451287
341	0.2869371136
342	0.2868192492
343	0.2860413933
344	0.2855498415
345	0.2848164201
346	0.2846730931
347	0.2841195783
348	0.2838415705
349	0.2832274811
350	0.2826656158
351	0.2823905643
352	0.2823179445
353	0.2816560048
354	0.2811614704
355	0.2810647497
356	0.2804465439
357	0.2797674078
358	0.2795095979
359	0.2791682237
360	0.2784565956
361	0.2782726514
362	0.2776191235
363	0.2775447142
364	0.2769215061
365	0.276539938
366	0.2760906797
367	0.2759556152
368	0.2756994311
369	0.2753522187
370	0.275296487
371	0.2751299205
372	0.274628393
373	0.273976708
374	0.2738946186
375	0.2736628579
376	0.273318594
377	0.2731811582
378	0.2729332342
379	0.2728352502
380	0.2723392862
381	0.2717479518
382	0.2713579195
383	0.2712296628
384	0.2709118596
385	0.2703329694
386	0.2699554337
387	0.2697069119
388	0.2692597952
389	0.2691386841
390	0.2690619783
391	0.2684385594
392	0.2677837882
393	0.267392516
394	0.267213753
395	0.2668249281
396	0.2662216638
397	0.2660775055
398	0.2658201607
399	0.265451645
400	0.2650475725
401	0.2645008531
402	0.2638195759
403	0.2632855994
404	0.2629201546
405	0.262397927
406	0.2621002462
407	0.2616272742
408	0.2612887404
409	0.2609284098
410	0.2608664185
411	0.2602699358
412	0.2601828308
413	0.2597929977
414	0.2591644038
415	0.2585762936
416	0.2582724466
417	0.2577444421
418	0.2573385974
419	0.2572444412
420	0.257123447
421	0.2569991272
422	0.256867109
423	0.2563828116
424	0.2560417075
425	0.2554610256
426	0.2552806089
427	0.2547717719
428	0.2547028143
429	0.2544955855
430	0.2540733182
431	0.253545687
432	0.2529995785
433	0.2525668154
434	0.2521029402
435	0.2516747815
436	0.2516253562
437	0.251075639
438	0.2510167849
439	0.2504785548
440	0.2500033482
441	0.2493954845
442	0.2492472518
443	0.2488912801
444	0.2485612852
445	0.2485002815
446	0.2479943541
447	0.2473851031
448	0.2470686149
449	0.2468414888
450	0.2465005277
451	0.2464163154
452	0.2459796358
453	0.2455242205
454	0.245303759
455	0.2450031529
456	0.2447458314
457	0.244456074
458	0.2439117607
459	0.2436278239
460	0.24326476
461	0.2426803474
462	0.2426353602
463	0.2422142214
464	0.2421713876
465	0.241870076
466	0.2415513112
467	0.2410544012
468	0.2406353287
469	0.2402620918
470	0.2397356445
471	0.2396302156
472	0.2392009027
473	0.2388709639
474	0.2387379208
475	0.2384383934
476	0.238070491
477	0.2379685475
478	0.2376052342
479	0.2371272679
480	0.2366775814
481	0.2366465891
482	0.2365026112
483	0.236245971
484	0.2359796297
485	0.2354202905
486	0.2349609237
487	0.2346741603
488	0.2344707871
489	0.2343330781
490	0.2338643204
491	0.2336320453
492	0.2332897253
493	0.2332401237
494	0.232910737
495	0.2325895782
496	0.2319890863
497	0.2316058757
498	0.2313940924
499	0.2309852177
500	0.2306894202
501	0.2305865469
502	0.2302524616
503	0.2300853561
504	0.2296612124
505	0.2294073061
506	0.2293456315
507	0.2290390474
508	0.2287618267
509	0.2286526386
510	0.228222457
511	0.2281230798
512	0.227516834
513	0.2272389975
514	0.226981347
515	0.2264861405
516	0.2262279019
517	0.225724978
518	0.2256242601
519	0.2253317456
520	0.2250197128
521	0.224728069
522	0.2245574667
523	0.2243818389
524	0.2240151291
525	0.2238523016
526	0.2234805964
527	0.2233464924
528	0.2231365689
529	0.2227946178
530	0.2227648346
531	0.2226309293
532	0.22222559
533	0.2217950007
534	0.2215504093
535	0.2214537521
536	0.2212793863
537	0.2208646314
538	0.2204975942
539	0.2202461384
540	0.2200201701
541	0.2197381341
542	0.2193884405
543	0.2192153081
544	0.2188276841
545	0.2187957597
546	0.2185868611
547	0.2179634824
548	0.2177218375
549	0.217524674
550	0.2170618233
551	0.2166200905
552	0.2161960928
553	0.2160615425
554	0.215662499
555	0.2153927032
556	0.2152209075
557	0.2148292129
558	0.2144190029
559	0.2141341446
560	0.2139010006
561	0.2136818435
562	0.2136334166
563	0.2133725136
564	0.2129813274
565	0.2127894548
566	0.2126730646
567	0.2125413623
568	0.2122784835
569	0.2120764113
570	0.2117871976
571	0.2115414522
572	0.211299719
573	0.2110437785
574	0.2107851188
575	0.2106417119
576	0.2103529749
577	0.2100646311
578	0.209668626
579	0.2092784526
580	0.2088954137
581	0.2088629907
582	0.2086899244
583	0.2084211631
584	0.2080946675
585	0.2078374304
586	0.207472808
587	0.2069251121
588	0.2067852244
589	0.2064333138
590	0.206365351
591	0.2063389041
592	0.2062431333
593	0.2060275856
594	0.2057066709
595	0.2053546802
596	0.2049659261
597	0.2049058445
598	0.2047126066
599	0.2043453114
600	0.2039420256
601	0.2039207498
602	0.2038037319
603	0.2034394869
604	0.2032958569
605	0.2028562416
606	0.2026188006
607	0.2024148365
608	0.2020906739
609	0.2016366401
610	0.2016117315
611	0.2014696311
612	0.2012493315
613	0.2010639493
614	0.2009177235
615	0.200793398
616	0.2004296601
617	0.2001049874
618	0.2000626147
619	0.1996075537
620	0.1993561368
621	0.1992046535
622	0.1988262426
623	0.198792454
624	0.1985613886
625	0.1983645666
626	0.1982583624
627	0.1981623399
628	0.1978946085
629	0.1978785118
630	0.1978438819
631	0.1977088593
632	0.197269118
633	0.1969037283
634	0.196541151
635	0.1964207901
636	0.1961433161
637	0.1960734776
638	0.1957335564
639	0.1954330506
640	0.1951584588
641	0.1948715773
642	0.1947564851
643	0.1944634976
644	0.1942555153
645	0.1940840817
646	0.1939111308
647	0.1936120188
648	0.1935484464
649	0.1933799829
650	0.193092514
651	0.1930145672
652	0.1926292308
653	0.1924632609
654	0.1924415439
655	0.1921370035
656	0.1917637548
657	0.1916327059
658	0.1914577704
659	0.1912646676
660	0.191024321
661	0.1908661062
662	0.1906940183
663	0.1903527764
664	0.1899168086
665	0.1896907705
666	0.1892643088
667	0.189099429
668	0.1889036868
669	0.1886049079
670	0.1882783394
671	0.187822232
672	0.1874756848
673	0.1874371933
674	0.1872772793
675	0.1870610058
676	0.186684694
677	0.1861611831
678	0.1859792228
679	0.1857078573
680	0.1855843094
681	0.1853462302
682	0.185296243
683	0.1850160673
684	0.184769745
685	0.184646804
686	0.1843075856
687	0.1842861896
688	0.1841705913
689	0.1839976373
690	0.1838655241
691	0.1837437409
692	0.1834594802
693	0.1830044063
694	0.1829191622
695	0.1826946598
696	0.1822962773
697	0.1820625048
698	0.1817784178
699	0.1816072535
700	0.1814765107
701	0.1813485799
702	0.1813255531
703	0.1808725432
704	0.1808537359
705	0.1807474439
706	0.1805114239
707	0.1803340532
708	0.1799923167
709	0.1797760304
710	0.179442515
711	0.1792630162
712	0.1790686257
713	0.1789700002
714	0.1786418549
715	0.1785225229
716	0.1782479319
717	0.1779641615
718	0.1775971273
719	0.177495824
720	0.1772273254
721	0.1770436563
722	0.1767017508
723	0.1766194287
724	0.1765064197
725	0.1761832926
726	0.1759154092
727	0.1758983183
728	0.1757736216
729	0.1755151256
730	0.1753688521
731	0.1750359881
732	0.1747856231
733	0.1745236921
734	0.1743475001
735	0.1738970343
736	0.1736018703
737	0.1734031475
738	0.173135407
739	0.1728456813
740	0.1724871015
741	0.1722079013
742	0.1719377695
743	0.1716985931
744	0.1714636739
745	0.1711144113
746	0.1710278611
747	0.1707926927
748	0.1705148321
749	0.1704386651
750	0.1702107168
751	0.1702010375
752	0.1699043349
753	0.1695410433
754	0.1694609123
755	0.1691878781
756	0.1691633993
757	0.1688897735
758	0.1685726333
759	0.1685148133
760	0.1683583256
761	0.1681330247
762	0.1679462808
763	0.1678047491
764	0.1674305151
765	0.1672625682
766	0.1670388905
767	0.1670239114
768	0.16692144
769	0.1666462171
770	0.1664733611
771	0.1662793859
772	0.1661230039
773	0.1660171975
774	0.1660018388
775	0.1658007846
776	0.1657585365
777	0.1655356367
778	0.1654926296
779	0.1651248727
780	0.164856089
781	0.1646727681
782	0.1645304421
783	0.1641905479
784	0.1641672997
785	0.1638585477
786	0.1636140956
787	0.1634402143
788	0.1631714842
789	0.1629649671
790	0.1627575342
791	0.1626067896
792	0.1623552437
793	0.161999741
794	0.1617597033
795	0.1615545028
796	0.1613683051
797	0.1611652747
798	0.1611514164
799	0.1610103349
800	0.1607703573
801	0.160759283
802	0.1607455993
803	0.1606104666
804	0.1604955715
805	0.1604044692
806	0.1602434417
807	0.1600260216
808	0.1599017105
809	0.1597522521
810	0.159648591
811	0.1594578243
812	0.1594306766
813	0.1593564611
814	0.1590368711
815	0.1587173701
816	0.1585800413
817	0.1585669971
818	0.1582088718
819	0.158017246
820	0.1578277532
821	0.1575781522
822	0.1573415777
823	0.1571390065
824	0.1568271155
825	0.1566959293
826	0.156489629
827	0.1563669868
828	0.1560496151
829	0.1559128535
830	0.155707091
831	0.1555261732
832	0.1553025475
833	0.1552292426
834	0.155084869
835	0.1548888712
836	0.1548006026
837	0.1546307183
838	0.1546117217
839	0.154322305
840	0.1541632572
841	0.1539881969
842	0.1538683784
843	0.1537035788
844	0.1536495788
845	0.1536417489
846	0.1535005845
847	0.1532365431
848	0.1531414219
849	0.1530959235
850	0.1528069323
851	0.1525852941
852	0.1523328948
853	0.1520626422
854	0.1520220007
855	0.1519819006
856	0.1518819156
857	0.1516886376
858	0.1513726092
859	0.151359602
860	0.1512482255
861	0.1511472063
862	0.1510423077
863	0.1507804326
864	0.1505163709
865	0.1503663105
866	0.1501628313
867	0.1501073752
868	0.1498569038
869	0.1497227628
870	0.1495474075
871	0.1492877806
872	0.1490936439
873	0.1488707415
874	0.1487138627
875	0.1484788431
876	0.1484516007
877	0.1480859967
878	0.1479582127
879	0.1478557161
880	0.1476363747
881	0.1475607188
882	0.1475525271
883	0.1474743374
884	0.1473388264
885	0.1471181931
886	0.1468138807
887	0.1466117713
888	0.1465047019
889	0.1464483072
890	0.1464271416
891	0.1463995296
892	0.1461645307
893	0.1459837692
894	0.1458546797
895	0.145735762
896	0.1456072335
897	0.1453189217
898	0.1450714215
899	0.1448957824
900	0.1448162389
901	0.1446690822
902	0.1446581994
903	0.1445236346
904	0.1444211876
905	0.1441204148
906	0.1438888753
907	0.1437901271
908	0.1435679432
909	0.1432387162
910	0.1431010257
911	0.1429214477
912	0.1428046736
913	0.1427014114
914	0.1424901276
915	0.1423283473
916	0.14225974
917	0.1419984198
918	0.1419187282
919	0.1418250272
920	0.141800819
921	0.1416265247
922	0.1416152187
923	0.1412910015
924	0.1412444318
925	0.1410058198
926	0.1408519541
927	0.1406844066
928	0.1406614563
929	0.1404290112
930	0.1402733616
931	0.1402267884
932	0.1400248889
933	0.1399827316
934	0.1399730604
935	0.139805703
936	0.139581337
937	0.1394412779
938	0.1392510111
939	0.1391820313
940	0.1391309469
941	0.1390876219
942	0.1389512564
943	0.1386602086
944	0.1385150714
945	0.1383568292
946	0.1381915732
947	0.138019603
948	0.1380090417
949	0.1377982727
950	0.137736335
951	0.1376287264
952	0.1375814254
953	0.1374596157
954	0.1372589703
955	0.1371963241
956	0.137149388
957	0.1370004159
958	0.1368372794
959	0.1365318111
960	0.1362773126
961	0.1360698113
962	0.1358919209
963	0.1358663188
964	0.1357709888
965	0.1355366451
966	0.1352933153
967	0.1351925166
968	0.1351811406
969	0.1349700826
970	0.1348556204
971	0.1347705314
972	0.1345349329
973	0.1343468036
974	0.134156287
975	0.1339124737
976	0.1337385589
977	0.133508836
978	0.1333511844
979	0.133070439
980	0.1329006748
981	0.132792779
982	0.1327767581
983	0.1326087699
984	0.1324573251
985	0.1324041764
986	0.132189082
987	0.132015683
988	0.1318893735
989	0.131837004
990	0.1316873271
991	0.1316461337
992	0.1315067209
993	0.1313822636
994	0.1311855762
995	0.1310666631
996	0.1310462059
997	0.1308817995
998	0.1307846388
999	0.1306951859
