iter	RMSE
395	0.203432906
396	0.2034172219
397	0.2033725053
398	0.2033382768
399	0.2032496815
400	0.2032407702
401	0.2032275046
402	0.2031217636
403	0.2030880256
404	0.2030558252
405	0.20303733
406	0.2030356118
407	0.203003901
408	0.2029755367
409	0.2029036761
410	0.2028220554
411	0.2027982397
412	0.2027905347
413	0.2027770007
414	0.2027544227
415	0.202753416
416	0.2027128551
417	0.2026291498
418	0.2026080659
419	0.2025880401
420	0.2025826244
421	0.2025825384
422	0.2025761458
423	0.2025723645
424	0.202319933
425	0.2023167014
426	0.2022824828
427	0.2022053404
428	0.2021625419
429	0.2021520236
430	0.2020917957
431	0.201668055
432	0.2013903776
433	0.2013462125
434	0.201328642
435	0.2012634834
436	0.2012467345
437	0.2012308282
438	0.2012247806
439	0.201159851
440	0.2011561308
441	0.2011505699
442	0.2011197935
443	0.2010903717
444	0.2010186132
445	0.2010097201
446	0.2009958906
447	0.2009911151
448	0.2009376738
449	0.2008839073
450	0.2008836943
451	0.2008707166
452	0.2008698262
453	0.200829196
454	0.2005168087
455	0.2004174688
456	0.2004077954
457	0.2003893435
458	0.2003871658
459	0.2003870799
460	0.2003533387
461	0.2002503392
462	0.2000904181
463	0.2000291046
464	0.1999830754
465	0.1999510477
466	0.1999179434
467	0.19990241
468	0.1998214704
469	0.1995583405
470	0.1995537545
471	0.1995032996
472	0.1994994938
473	0.1993348374
474	0.1992899736
475	0.1992167112
476	0.1992167087
477	0.1990352158
478	0.1990215696
479	0.1989772318
480	0.1989749253
481	0.1989727989
482	0.1984315974
483	0.1984109698
484	0.1981933651
485	0.1979606819
486	0.1979348606
487	0.1979025394
488	0.19789787
489	0.1978935765
490	0.1978300698
491	0.1978103986
492	0.1978092842
493	0.1977083139
494	0.1976895261
495	0.1976885324
496	0.1971592973
497	0.1971403883
498	0.1969386125
499	0.1969214819
500	0.1968598492
501	0.1964301117
502	0.1964031061
503	0.196400995
504	0.1963993994
505	0.1963931261
506	0.1963831841
507	0.1963054228
508	0.196302873
509	0.1962314513
510	0.1961626648
511	0.1960347997
512	0.1960255986
513	0.1953882656
514	0.1953128504
515	0.1953039641
516	0.1952953477
517	0.1952424542
518	0.1949335025
519	0.1949259106
520	0.1949184153
521	0.1947463014
522	0.1947453823
523	0.1945740223
524	0.1945730437
525	0.1945721407
526	0.1941570241
527	0.1941415375
528	0.1940758535
529	0.1940473151
530	0.1940016143
531	0.1939974135
532	0.193994557
533	0.1938188844
534	0.1938162485
535	0.1938092033
536	0.1937899058
537	0.1937889954
538	0.1936742356
539	0.1936717294
540	0.1936189817
541	0.1935178808
542	0.1933113378
543	0.1931321843
544	0.1931294914
545	0.1930398703
546	0.1928292055
547	0.1928285569
548	0.1925119668
549	0.1925104389
550	0.1923112974
551	0.192264347
552	0.192263851
553	0.1921849913
554	0.1918325237
555	0.1918307513
556	0.1917212516
557	0.1916196905
558	0.1916160363
559	0.1912644062
560	0.1912472926
561	0.1911797697
562	0.1911465618
563	0.1910777192
564	0.1908733049
565	0.1908721528
566	0.1907247284
567	0.1907104411
568	0.1907083668
569	0.1907077339
570	0.1906606463
571	0.1903769364
572	0.1901880631
573	0.1901466933
574	0.1899975725
575	0.1899947673
576	0.1899926809
577	0.1896166253
578	0.1894009496
579	0.1893242287
580	0.1893216112
581	0.1891877476
582	0.1891750376
583	0.1891726887
584	0.1891675967
585	0.188825417
586	0.1887478966
587	0.1886167511
588	0.1885198885
589	0.1885182927
590	0.188491653
591	0.1884909687
592	0.1884580251
593	0.1882665716
594	0.1880437718
595	0.1880431308
596	0.187999665
597	0.187996291
598	0.1879102538
599	0.1879082189
600	0.1878358108
601	0.1876541637
602	0.1876538915
603	0.1876536938
604	0.1875805782
605	0.1875457726
606	0.1874642556
607	0.1874540925
608	0.1874120267
609	0.1874118337
610	0.1874063204
611	0.1872848412
612	0.186989489
613	0.1869889062
614	0.1869500202
615	0.1869489143
616	0.1866790917
617	0.1866513577
618	0.1865186435
619	0.1864984672
620	0.1864053249
621	0.1864051325
622	0.1863191445
623	0.1862838854
624	0.1859981747
625	0.1859728477
626	0.1859633413
627	0.1859618964
628	0.185906063
629	0.185867136
630	0.1857731516
631	0.1857688289
632	0.185768643
633	0.1855943982
634	0.1855456993
635	0.1855215989
636	0.1854786846
637	0.1854695814
638	0.1854489505
639	0.1852743129
640	0.1852638239
641	0.1852439141
642	0.1852394942
643	0.185126074
644	0.1850451631
645	0.1849374417
646	0.1847536566
647	0.1846678594
648	0.1845407919
649	0.1845393966
650	0.184406161
651	0.1843979976
652	0.1843897202
653	0.1843871349
654	0.184306373
655	0.1842020458
656	0.1841732547
657	0.184127892
658	0.1839550589
659	0.1839480093
660	0.1839424999
661	0.1839389663
662	0.183817218
663	0.1837825366
664	0.1837642705
665	0.1837033639
666	0.1834467321
667	0.1833765502
668	0.1832542472
669	0.1831158613
670	0.1830052024
671	0.1828029523
672	0.1827175138
673	0.182700484
674	0.1826583548
675	0.1826346591
676	0.1824878223
677	0.1824731748
678	0.1824692304
679	0.182430586
680	0.1822736464
681	0.1821963413
682	0.1821025195
683	0.1820735212
684	0.1819630127
685	0.1819544828
686	0.1819140636
687	0.1816793394
688	0.1816637119
689	0.18156293
690	0.1815219397
691	0.1814533509
692	0.1814521053
693	0.1813509417
694	0.1813507
695	0.1813168919
696	0.1812841042
697	0.1811998256
698	0.1811817745
699	0.1810517344
700	0.1810509297
701	0.1807841939
702	0.1807745026
703	0.1807191905
704	0.1807019413
705	0.180692654
706	0.1806704052
707	0.1806519403
708	0.1806391723
709	0.180638943
710	0.1806313961
711	0.1806243159
712	0.1803581191
713	0.1800577146
714	0.1799021359
715	0.1798815357
716	0.1798717905
717	0.1798009042
718	0.179790695
719	0.1796604332
720	0.1796559447
721	0.1795563641
722	0.1795284491
723	0.1795212172
724	0.1795045933
725	0.1794976782
726	0.1794878137
727	0.1794245152
728	0.1793294793
729	0.179307515
730	0.1792755204
731	0.1789705455
732	0.178919933
733	0.1789196468
734	0.1789194139
735	0.1789183983
736	0.1789135906
737	0.1788776305
738	0.1787944251
739	0.1786122433
740	0.1786114288
741	0.178610567
742	0.1783933738
743	0.1783724501
744	0.178338862
745	0.178308115
746	0.1783023874
747	0.1782161779
748	0.1778638117
749	0.1778511027
750	0.1777995682
751	0.1777723708
752	0.1777257969
753	0.1777249225
754	0.1776164521
755	0.1775879889
756	0.1775876968
757	0.1775100286
758	0.1775031928
759	0.1774792998
760	0.1774113169
761	0.1770867879
762	0.1770866065
763	0.177077528
764	0.1770392815
765	0.1769990221
766	0.1767520563
767	0.1766494481
768	0.1766133004
769	0.1765637424
770	0.1765633174
771	0.1763636009
772	0.1763409749
773	0.1762634306
774	0.1762630026
775	0.1761949721
776	0.1760872318
777	0.1760399023
778	0.1759655522
779	0.1759406104
780	0.1759288473
781	0.1759218855
782	0.1758387272
783	0.1758386158
784	0.1757055985
785	0.1756667642
786	0.1755527834
787	0.1755411761
788	0.1755403968
789	0.175531539
790	0.175359752
791	0.1752306968
792	0.1751606782
793	0.1750722755
794	0.1750495995
795	0.1750486569
796	0.175041678
797	0.1749986466
798	0.1749781199
799	0.1746838251
800	0.1746580574
801	0.1746552623
802	0.1746404847
803	0.1746346126
804	0.174612669
805	0.1745710563
806	0.1745464957
807	0.1744638505
808	0.1744357436
809	0.1744299246
810	0.1741585144
811	0.1740195675
812	0.1739966651
813	0.1739280671
814	0.1737430048
815	0.173666539
816	0.1736377621
817	0.1735711346
818	0.1735332659
819	0.1735205415
820	0.1735104045
821	0.1734325647
822	0.1733372993
823	0.1733299218
824	0.1732980059
825	0.1732334351
826	0.1732223084
827	0.1731228382
828	0.1731172092
829	0.1728558533
830	0.1727448837
831	0.172736822
832	0.1727132742
833	0.1725523307
834	0.1725018698
835	0.1724781926
836	0.1724150666
837	0.1723685627
838	0.1723051326
839	0.1723048247
840	0.1722807203
841	0.1722237258
842	0.1721673007
843	0.1721528792
844	0.1721150146
845	0.1720734497
846	0.1718755023
847	0.1718750853
848	0.1718165889
849	0.1717563654
850	0.1717294346
851	0.1717094567
852	0.1716560615
853	0.1715970388
854	0.1715673927
855	0.1713219018
856	0.1712701866
857	0.1712186648
858	0.1711645312
859	0.171157172
860	0.1709674736
861	0.1709231079
862	0.1708825325
863	0.1705871182
864	0.1704511664
865	0.1704156481
866	0.1703758963
867	0.170371087
868	0.1703666453
869	0.1703421592
870	0.1703298861
871	0.1701234275
872	0.1701182865
873	0.1701138997
874	0.1700846436
875	0.1700380615
876	0.1698816096
877	0.1698811197
878	0.169875126
879	0.1698738395
880	0.1697724515
881	0.1696890061
882	0.1696501103
883	0.1696207758
884	0.1695823477
885	0.1694773741
886	0.1693790323
887	0.1693295882
888	0.1692818525
889	0.1692787212
890	0.1692656413
891	0.1691822137
892	0.1691468855
893	0.1688919887
894	0.168656053
895	0.1684962119
896	0.1684488091
897	0.1684419625
898	0.1684199884
899	0.1683047731
900	0.1683036607
901	0.1682818073
902	0.1682761171
903	0.1681247854
904	0.1680172994
905	0.1679844907
906	0.167977435
907	0.1679649593
908	0.1679278952
909	0.1679228564
910	0.1679027522
911	0.1678533607
912	0.167646338
913	0.1675879841
914	0.1675391432
915	0.1674844757
916	0.1672877115
917	0.1672264549
918	0.1672063999
919	0.1671885886
920	0.1671756061
921	0.1671248998
922	0.1668854442
923	0.1668673891
924	0.166825671
925	0.1668134398
926	0.1668032342
927	0.1667885301
928	0.1665992983
929	0.1664083887
930	0.1663740387
931	0.1663025446
932	0.1662871005
933	0.1661986503
934	0.1661924244
935	0.1661234258
936	0.1659995967
937	0.1659934011
938	0.1659385694
939	0.1658558676
940	0.1658443463
941	0.1658234717
942	0.1657897293
943	0.1657360444
944	0.1657182477
945	0.1656987966
946	0.1654175529
947	0.1653792405
948	0.1653271768
949	0.1652980327
950	0.1652378578
951	0.1651804756
952	0.1649171654
953	0.164914355
954	0.164807383
955	0.1647599547
956	0.1647528582
957	0.1645640831
958	0.1645341685
959	0.1645296516
960	0.1645027386
961	0.1642980747
962	0.164258957
963	0.1642159885
964	0.1641845341
965	0.1641694083
966	0.164164866
967	0.1640536951
968	0.1640478782
969	0.1640441848
970	0.16402941
971	0.1640085195
972	0.1638299949
973	0.1638158585
974	0.1638096057
975	0.1637674831
976	0.1637540512
977	0.1636118747
978	0.1635623674
979	0.1635470039
980	0.163332262
981	0.163316148
982	0.1631147698
983	0.1630986268
984	0.1630638179
985	0.1628829584
986	0.1628605927
987	0.1626321795
988	0.1626198098
989	0.1624635152
990	0.1624595919
991	0.1624474128
992	0.1623152698
993	0.1623115551
994	0.162296204
995	0.1622684844
996	0.1621665666
997	0.1621243392
998	0.1621211189
999	0.1619510723
