,PRCP,TMAX,TMIN,Month,SanMarcos_SF(m3)
1960-09-01,0.0,32.2,20.0,9,6.145
1960-09-02,0.0,32.8,20.6,9,6.145
1960-09-03,0.0,33.3,21.1,9,6.145
1960-09-04,4.3,32.8,21.7,9,6.145
1960-09-05,0.0,32.8,20.6,9,5.975
1960-09-06,0.0,33.3,20.6,9,5.975
1960-09-07,0.0,32.8,19.4,9,5.975
1960-09-08,23.6,30.6,21.7,9,5.975
1960-09-09,0.3,32.2,21.7,9,5.975
1960-09-10,0.0,33.3,22.8,9,5.833
1960-09-11,0.0,28.3,20.6,9,5.833
1960-09-12,0.0,30.6,12.2,9,5.833
1960-09-13,0.0,32.2,13.9,9,5.833
1960-09-14,0.0,32.2,14.4,9,5.663
1960-09-15,0.0,32.8,16.1,9,5.663
1960-09-16,0.0,33.3,16.1,9,5.663
1960-09-17,0.0,33.3,17.2,9,5.663
1960-09-18,0.0,32.8,18.9,9,5.663
1960-09-19,0.0,33.3,19.4,9,5.663
1960-09-20,0.0,33.9,18.3,9,5.663
1960-09-21,0.0,33.9,16.7,9,5.493
1960-09-22,0.0,33.3,18.3,9,5.493
1960-09-23,0.0,33.3,17.2,9,5.493
1960-09-24,0.0,33.9,17.8,9,5.493
1960-09-25,0.0,32.8,17.8,9,5.493
1960-09-26,0.0,26.7,15.0,9,5.352
1960-09-27,0.0,28.3,15.6,9,5.352
1960-09-28,0.0,23.9,16.1,9,5.352
1960-09-29,0.0,29.4,12.2,9,5.352
1960-09-30,0.0,32.2,13.9,9,5.352
1960-10-01,0.0,32.2,13.9,10,5.352
1960-10-02,0.0,31.1,14.4,10,5.493
1960-10-03,0.0,31.1,16.1,10,5.352
1960-10-04,0.0,32.2,18.3,10,5.352
1960-10-05,0.0,32.2,20.6,10,5.352
1960-10-06,0.3,35.0,15.0,10,5.21
1960-10-07,1.8,33.3,15.0,10,5.21
1960-10-08,0.0,29.4,13.3,10,5.21
1960-10-09,0.0,32.2,16.1,10,5.21
1960-10-10,0.0,32.8,16.7,10,5.21
1960-10-11,0.0,32.8,16.7,10,5.21
1960-10-12,0.0,31.1,17.8,10,5.21
1960-10-13,0.0,28.9,18.9,10,5.21
1960-10-14,36.6,32.8,18.3,10,5.21
1960-10-15,0.0,31.7,18.3,10,5.21
1960-10-16,45.7,31.1,17.8,10,5.21
1960-10-17,5.3,21.7,18.3,10,5.21
1960-10-18,11.7,25.0,18.9,10,5.21
1960-10-19,63.2,25.6,18.3,10,5.352
1960-10-20,0.3,23.3,10.6,10,5.352
1960-10-21,0.0,23.9,11.1,10,5.493
1960-10-22,0.0,21.1,8.3,10,5.493
1960-10-23,0.0,24.4,12.2,10,5.663
1960-10-24,0.0,25.0,17.8,10,5.663
1960-10-25,19.3,24.4,18.3,10,5.663
1960-10-26,8.4,22.8,19.4,10,5.663
1960-10-27,0.0,25.6,16.7,10,5.493
1960-10-28,0.5,26.7,19.4,10,5.493
1960-10-29,119.9,27.8,17.2,10,5.663
1960-10-30,2.3,25.6,16.1,10,5.833
1960-10-31,0.0,22.8,6.1,10,5.975
1960-11-01,0.0,21.7,5.6,11,6.145
1960-11-02,0.0,23.3,7.8,11,6.315
1960-11-03,0.0,30.6,10.0,11,6.485
1960-11-04,0.0,25.6,14.4,11,6.654
1960-11-05,0.0,27.8,12.2,11,6.824
1960-11-06,0.0,23.9,8.9,11,6.824
1960-11-07,0.0,18.9,7.2,11,6.824
1960-11-08,0.0,21.1,9.4,11,6.994
1960-11-09,6.1,22.8,12.2,11,6.994
1960-11-10,0.0,25.0,3.9,11,6.994
1960-11-11,0.0,11.1,0.6,11,6.994
1960-11-12,0.0,17.2,1.7,11,6.824
1960-11-13,0.8,20.0,15.6,11,6.824
1960-11-14,0.0,24.4,19.4,11,6.654
1960-11-15,0.0,27.8,20.6,11,6.654
1960-11-16,0.0,27.2,14.4,11,6.654
1960-11-17,1.5,21.1,10.6,11,6.654
1960-11-18,7.1,14.4,11.1,11,6.654
1960-11-19,0.5,16.7,11.7,11,6.654
1960-11-20,4.6,16.1,13.3,11,6.824
1960-11-21,36.3,16.1,11.7,11,6.824
1960-11-22,7.4,13.9,12.2,11,6.824
1960-11-23,0.0,22.2,12.2,11,6.824
1960-11-24,0.0,17.8,5.0,11,6.824
1960-11-25,0.0,20.6,6.1,11,6.824
1960-11-26,0.0,22.8,6.7,11,6.824
1960-11-27,0.0,27.2,17.8,11,6.994
1960-11-28,1.0,26.7,19.4,11,6.824
1960-11-29,0.0,22.2,5.0,11,6.824
1960-11-30,0.0,14.4,0.6,11,6.824
1960-12-01,0.0,13.9,0.0,12,6.654
1960-12-02,0.0,15.6,-2.2,12,6.654
1960-12-03,0.0,16.1,-1.1,12,6.654
1960-12-04,0.0,21.7,9.4,12,6.654
1960-12-05,0.3,20.6,14.4,12,6.654
1960-12-06,3.6,24.4,15.6,12,6.654
1960-12-07,7.6,22.2,5.6,12,6.824
1960-12-08,23.4,10.6,5.0,12,6.824
1960-12-09,8.9,7.2,5.0,12,6.824
1960-12-10,7.4,7.2,4.4,12,6.824
1960-12-11,1.8,11.7,0.0,12,6.994
1960-12-12,0.0,14.4,4.4,12,6.994
1960-12-13,0.0,5.6,3.3,12,6.994
1960-12-14,3.0,7.2,2.8,12,6.994
1960-12-15,2.3,6.7,0.0,12,7.164
1960-12-16,0.0,18.3,0.0,12,6.994
1960-12-17,0.0,10.6,-3.3,12,6.994
1960-12-18,0.0,15.6,-2.2,12,6.994
1960-12-19,0.0,18.9,2.2,12,6.994
1960-12-20,0.0,21.1,2.8,12,6.994
1960-12-21,0.0,16.1,-2.8,12,6.994
1960-12-22,0.0,9.4,-5.6,12,6.994
1960-12-23,0.0,11.7,-5.6,12,6.824
1960-12-24,0.0,10.0,2.8,12,6.824
1960-12-25,0.0,20.6,1.1,12,6.824
1960-12-26,0.0,20.6,4.4,12,6.824
1960-12-27,0.0,20.0,10.0,12,6.824
1960-12-28,1.3,16.7,11.7,12,6.654
1960-12-29,12.4,15.6,6.1,12,6.654
1960-12-30,0.3,8.3,5.0,12,6.654
1960-12-31,15.5,8.3,2.8,12,6.824
1961-01-01,0.0,13.3,0.0,1,6.824
1961-01-02,0.0,13.3,0.6,1,6.824
1961-01-03,0.0,12.2,1.1,1,6.654
1961-01-04,0.0,13.3,1.1,1,6.654
1961-01-05,0.0,13.9,5.6,1,6.654
1961-01-06,6.9,11.1,8.3,1,6.654
1961-01-07,19.3,12.8,10.0,1,6.796
1961-01-08,4.3,15.0,5.0,1,6.796
1961-01-09,0.0,10.0,1.7,1,6.796
1961-01-10,0.0,13.3,-3.3,1,6.796
1961-01-11,0.0,15.0,-3.3,1,6.796
1961-01-12,0.0,11.1,7.8,1,6.796
1961-01-13,0.0,11.1,8.3,1,6.796
1961-01-14,0.0,18.3,4.4,1,6.796
1961-01-15,0.0,19.4,2.8,1,6.796
1961-01-16,0.0,21.1,0.6,1,6.796
1961-01-17,0.0,23.3,1.1,1,6.796
1961-01-18,0.0,23.9,6.7,1,6.796
1961-01-19,0.0,21.7,5.0,1,6.796
1961-01-20,0.0,11.7,-3.9,1,6.796
1961-01-21,0.0,12.8,-3.3,1,6.654
1961-01-22,0.0,10.0,-0.6,1,6.654
1961-01-23,0.0,12.2,2.2,1,6.654
1961-01-24,0.0,22.8,2.8,1,6.654
1961-01-25,2.0,24.4,-2.8,1,6.654
1961-01-26,0.0,0.6,-3.3,1,6.654
1961-01-27,0.0,6.1,-3.3,1,6.654
1961-01-28,0.0,1.7,-3.3,1,6.654
1961-01-29,0.0,7.8,-2.8,1,6.654
1961-01-30,0.0,10.6,-4.4,1,6.654
1961-01-31,0.0,15.0,-4.4,1,6.654
1961-02-01,0.0,18.9,1.7,2,6.654
1961-02-02,0.0,21.7,10.0,2,6.654
1961-02-03,0.0,19.4,0.0,2,6.654
1961-02-04,0.0,18.9,0.0,2,6.654
1961-02-05,7.1,21.1,-1.1,2,6.654
1961-02-06,40.4,9.4,2.2,2,6.824
1961-02-07,0.0,4.4,-1.1,2,6.824
1961-02-08,0.0,11.1,-2.8,2,6.994
1961-02-09,0.0,13.3,-1.7,2,6.824
1961-02-10,0.0,21.1,1.7,2,6.994
1961-02-11,0.0,21.7,1.1,2,6.994
1961-02-12,0.0,23.9,2.2,2,7.164
1961-02-13,0.0,26.1,5.6,2,7.334
1961-02-14,0.0,25.6,11.7,2,7.334
1961-02-15,0.0,23.9,13.9,2,7.164
1961-02-16,1.0,23.3,17.2,2,7.164
1961-02-17,1.3,25.6,16.1,2,7.164
1961-02-18,0.5,27.2,12.8,2,7.164
1961-02-19,0.0,26.7,8.3,2,7.164
1961-02-20,1.0,9.4,5.0,2,7.164
1961-02-21,1.3,11.7,5.0,2,7.164
1961-02-22,0.0,10.6,2.2,2,6.994
1961-02-23,0.0,22.8,4.4,2,6.994
1961-02-24,1.5,26.1,7.2,2,6.824
1961-02-25,0.0,13.3,2.8,2,6.824
1961-02-26,0.0,16.1,4.4,2,6.824
1961-02-27,0.0,23.9,7.8,2,6.824
1961-02-28,0.0,22.2,1.1,2,6.654
1961-03-01,0.0,17.2,3.3,3,6.654
1961-03-02,0.0,22.2,3.9,3,6.485
1961-03-03,0.0,23.3,5.0,3,6.654
1961-03-04,0.0,23.9,17.8,3,6.654
1961-03-05,0.3,23.9,18.3,3,6.654
1961-03-06,0.0,28.3,18.3,3,6.654
1961-03-07,0.0,28.9,18.3,3,6.485
1961-03-08,0.8,29.4,10.0,3,6.485
1961-03-09,0.0,21.1,2.2,3,6.485
1961-03-10,0.0,20.6,-1.1,3,6.485
1961-03-11,0.0,22.2,-0.6,3,6.654
1961-03-12,0.0,21.7,12.2,3,6.654
1961-03-13,0.0,27.8,13.3,3,6.485
1961-03-14,0.0,27.2,8.3,3,6.485
1961-03-15,0.0,26.7,8.3,3,6.315
1961-03-16,0.3,24.4,17.2,3,6.485
1961-03-17,6.4,23.9,12.8,3,6.485
1961-03-18,0.0,25.0,7.8,3,6.485
1961-03-19,0.0,25.6,5.6,3,6.485
1961-03-20,0.0,16.1,5.0,3,6.315
1961-03-21,0.0,20.6,3.9,3,6.315
1961-03-22,0.0,26.7,6.7,3,6.315
1961-03-23,0.0,25.0,8.9,3,6.315
1961-03-24,0.0,26.1,4.4,3,6.315
1961-03-25,0.0,26.1,6.7,3,6.315
1961-03-26,0.0,23.9,15.0,3,6.485
1961-03-27,0.5,29.4,19.4,3,6.315
1961-03-28,0.0,30.0,20.0,3,6.315
1961-03-29,0.0,31.1,20.0,3,6.315
1961-03-30,0.0,25.6,10.0,3,6.315
1961-03-31,0.0,12.8,4.4,3,6.315
1961-04-01,0.0,19.4,4.4,4,6.315
1961-04-02,0.0,21.1,1.7,4,6.315
1961-04-03,0.0,25.6,10.0,4,6.315
1961-04-04,0.0,28.9,5.0,4,6.145
1961-04-05,0.0,28.9,10.0,4,6.315
1961-04-06,14.7,20.6,8.9,4,6.315
1961-04-07,0.0,18.3,4.4,4,6.145
1961-04-08,0.0,20.6,8.9,4,6.315
1961-04-09,0.0,25.6,10.0,4,6.315
1961-04-10,0.0,23.9,2.8,4,6.145
1961-04-11,0.0,23.3,5.6,4,6.145
1961-04-12,2.3,28.9,8.9,4,6.145
1961-04-13,0.0,25.6,3.3,4,6.145
1961-04-14,0.0,26.7,8.3,4,6.315
1961-04-15,0.0,34.4,11.7,4,6.315
1961-04-16,0.0,20.6,0.0,4,6.315
1961-04-17,0.0,23.3,0.6,4,6.315
1961-04-18,0.0,26.7,10.6,4,6.145
1961-04-19,0.0,28.3,16.7,4,6.315
1961-04-20,0.0,29.4,19.4,4,6.315
1961-04-21,0.0,27.2,21.7,4,6.315
1961-04-22,0.0,27.2,16.7,4,6.315
1961-04-23,0.0,26.7,17.2,4,6.315
1961-04-24,0.0,27.2,17.8,4,6.315
1961-04-25,0.0,29.4,21.7,4,6.315
1961-04-26,0.0,32.8,17.2,4,6.145
1961-04-27,0.0,26.7,17.8,4,6.145
1961-04-28,0.0,35.0,18.3,4,6.145
1961-04-29,11.2,33.9,19.4,4,6.485
1961-04-30,0.0,33.9,18.3,4,6.145
1961-05-01,0.0,31.7,20.6,5,6.145
1961-05-02,0.0,30.6,17.2,5,6.145
1961-05-03,0.0,25.0,17.2,5,6.145
1961-05-04,0.0,30.0,21.1,5,6.145
1961-05-05,0.0,31.1,23.3,5,6.145
1961-05-06,0.0,28.3,23.9,5,6.145
1961-05-07,0.8,30.0,22.8,5,6.145
1961-05-08,0.0,33.3,17.2,5,5.975
1961-05-09,0.0,30.0,13.9,5,6.145
1961-05-10,0.0,28.9,11.4,5,5.975
1961-05-11,0.0,29.4,8.9,5,5.833
1961-05-12,0.0,30.0,11.7,5,6.145
1961-05-13,0.0,30.6,13.166666666666666,5,6.145
1961-05-14,0.0,30.0,14.633333333333335,5,6.145
1961-05-15,0.0,31.7,16.1,5,5.975
1961-05-16,0.0,33.3,14.4,5,5.833
1961-05-17,0.0,32.2,21.7,5,5.833
1961-05-18,0.0,32.2,22.2,5,5.833
1961-05-19,0.0,32.8,21.1,5,5.833
1961-05-20,0.0,32.2,21.1,5,5.833
1961-05-21,0.0,32.8,20.6,5,5.833
1961-05-22,0.0,33.3,22.2,5,5.833
1961-05-23,0.0,35.6,21.7,5,5.663
1961-05-24,0.5,32.2,16.7,5,5.663
1961-05-25,0.0,29.4,19.4,5,5.663
1961-05-26,5.6,31.7,17.8,5,5.833
1961-05-27,0.0,27.2,16.1,5,5.663
1961-05-28,0.0,28.9,12.2,5,5.663
1961-05-29,0.0,30.0,14.7,5,5.493
1961-05-30,0.0,32.2,17.2,5,5.493
1961-05-31,0.0,32.8,18.9,5,5.493
1961-06-01,0.0,33.9,21.1,6,5.352
1961-06-02,0.0,35.0,21.7,6,5.352
1961-06-03,0.0,34.4,22.2,6,5.493
1961-06-04,0.0,35.0,22.2,6,5.493
1961-06-05,0.0,32.8,22.2,6,5.352
1961-06-06,0.0,35.0,23.3,6,5.21
1961-06-07,0.0,33.9,23.3,6,5.21
1961-06-08,0.0,34.4,24.4,6,5.352
1961-06-09,27.7,34.4,18.9,6,5.493
1961-06-10,0.5,33.9,20.6,6,5.352
1961-06-11,0.0,31.7,22.8,6,5.352
1961-06-12,0.0,32.2,23.3,6,5.21
1961-06-13,0.0,32.8,21.7,6,5.21
1961-06-14,0.0,36.7,24.4,6,5.21
1961-06-15,3.0,32.8,23.9,6,5.352
1961-06-16,14.7,31.1,22.2,6,5.352
1961-06-17,5.1,31.1,19.4,6,5.493
1961-06-18,49.3,22.2,19.4,6,5.493
1961-06-19,69.9,21.1,19.4,6,5.663
1961-06-20,0.0,27.8,17.8,6,5.833
1961-06-21,0.0,28.9,18.9,6,5.833
1961-06-22,0.0,30.6,15.0,6,5.833
1961-06-23,0.0,32.2,17.8,6,5.663
1961-06-24,0.0,32.2,20.6,6,5.663
1961-06-25,0.0,31.7,22.2,6,5.663
1961-06-26,0.0,32.2,21.7,6,5.493
1961-06-27,0.0,31.1,21.7,6,5.493
1961-06-28,0.0,32.8,21.7,6,5.352
1961-06-29,0.0,32.8,22.2,6,5.493
1961-06-30,0.0,32.8,20.6,6,5.493
1961-07-01,0.0,32.2,21.1,7,5.21
1961-07-02,0.0,32.8,21.1,7,5.21
1961-07-03,0.0,32.2,20.6,7,5.21
1961-07-04,11.4,32.8,20.6,7,5.21
1961-07-05,35.6,32.2,21.1,7,5.04
1961-07-06,0.0,32.8,20.6,7,5.04
1961-07-07,0.0,32.2,20.6,7,5.21
1961-07-08,0.0,32.2,21.1,7,5.04
1961-07-09,0.0,32.8,21.7,7,5.04
1961-07-10,35.6,33.9,21.7,7,5.21
1961-07-11,0.0,27.2,21.1,7,5.21
1961-07-12,3.6,29.4,20.0,7,5.04
1961-07-13,0.0,31.7,22.2,7,5.04
1961-07-14,0.0,32.2,22.8,7,5.04
1961-07-15,0.0,32.2,23.3,7,5.04
1961-07-16,0.0,31.7,23.3,7,5.04
1961-07-17,4.8,32.2,20.6,7,5.04
1961-07-18,0.0,32.2,22.2,7,5.04
1961-07-19,0.0,32.2,22.8,7,5.04
1961-07-20,0.0,33.3,23.3,7,5.04
1961-07-21,0.0,33.3,23.3,7,4.87
1961-07-22,0.0,33.3,22.8,7,5.04
1961-07-23,18.5,31.7,21.1,7,5.04
1961-07-24,1.0,30.6,23.9,7,5.04
1961-07-25,0.0,31.1,22.8,7,5.04
1961-07-26,0.0,32.2,21.1,7,5.04
1961-07-27,1.5,32.2,19.4,7,5.04
1961-07-28,0.0,32.2,21.1,7,5.21
1961-07-29,15.0,31.1,21.1,7,5.04
1961-07-30,0.0,32.2,22.2,7,5.04
1961-07-31,0.0,32.2,23.9,7,5.04
1961-08-01,0.0,32.2,23.3,8,4.87
1961-08-02,0.0,33.3,21.7,8,4.87
1961-08-03,0.0,33.3,21.7,8,5.04
1961-08-04,0.0,34.4,22.8,8,5.04
1961-08-05,7.1,37.2,22.2,8,5.04
1961-08-06,0.0,33.3,21.1,8,5.04
1961-08-07,0.0,35.0,22.2,8,5.04
1961-08-08,0.0,33.9,21.1,8,5.04
1961-08-09,0.0,33.3,21.1,8,5.04
1961-08-10,0.0,33.9,21.7,8,5.04
1961-08-11,4.3,34.4,23.3,8,5.04
1961-08-12,0.0,33.9,20.6,8,5.04
1961-08-13,0.0,33.9,21.7,8,5.04
1961-08-14,0.0,35.0,21.1,8,5.04
1961-08-15,0.0,33.9,22.2,8,4.87
1961-08-16,0.0,35.0,21.7,8,5.04
1961-08-17,0.0,34.4,22.2,8,5.04
1961-08-18,0.0,32.8,23.3,8,5.04
1961-08-19,0.0,32.8,22.8,8,5.04
1961-08-20,0.0,33.9,21.7,8,5.04
1961-08-21,0.0,32.8,18.9,8,5.04
1961-08-22,0.0,36.1,18.3,8,4.87
1961-08-23,0.0,35.6,18.3,8,4.87
1961-08-24,0.0,31.1,14.4,8,4.87
1961-08-25,0.0,32.2,15.0,8,4.729
1961-08-26,0.0,32.2,15.0,8,4.729
1961-08-27,0.0,32.8,17.8,8,4.729
1961-08-28,0.0,33.9,17.8,8,4.729
1961-08-29,0.0,33.3,18.9,8,4.729
1961-08-30,0.0,31.1,19.4,8,4.446
1961-08-31,0.0,32.8,22.2,8,4.163
1961-09-01,0.0,32.64444444444444,21.555555555555554,9,4.163
1961-09-02,0.0,32.48888888888889,20.91111111111111,9,4.163
1961-09-03,0.0,32.33333333333333,20.266666666666666,9,4.163
1961-09-04,0.0,32.17777777777778,19.62222222222222,9,4.163
1961-09-05,0.0,32.02222222222222,18.977777777777778,9,4.304
1961-09-06,0.0,31.866666666666664,18.333333333333332,9,4.304
1961-09-07,0.0,31.71111111111111,17.68888888888889,9,4.304
1961-09-08,0.0,31.555555555555554,17.044444444444444,9,4.587
1961-09-09,0.0,31.4,16.4,9,4.587
1961-09-10,0.0,31.244444444444444,15.755555555555556,9,4.587
1961-09-11,0.0,31.08888888888889,15.11111111111111,9,4.587
1961-09-12,0.0,30.933333333333334,14.466666666666667,9,4.587
1961-09-13,0.0,30.77777777777778,13.822222222222223,9,4.587
1961-09-14,0.0,30.62222222222222,13.177777777777777,9,4.446
1961-09-15,0.0,30.466666666666665,12.533333333333333,9,4.446
1961-09-16,0.0,30.31111111111111,11.88888888888889,9,4.304
1961-09-17,0.0,30.155555555555555,11.244444444444445,9,4.304
1961-09-18,0.0,30.0,10.6,9,4.446
1961-09-19,5.1,29.45,10.6,9,4.304
1961-09-20,0.0,28.9,10.6,9,4.304
1961-09-21,0.0,31.1,22.2,9,4.304
1961-09-22,0.0,32.2,22.8,9,4.304
1961-09-23,0.0,33.9,23.3,9,4.304
1961-09-24,0.0,33.9,22.2,9,4.304
1961-09-25,1.3,32.2,20.6,9,4.446
1961-09-26,0.0,31.7,18.3,9,4.446
1961-09-27,0.0,32.2,17.8,9,4.304
1961-09-28,0.0,32.2,18.3,9,4.304
1961-09-29,0.0,31.7,17.8,9,4.304
1961-09-30,0.0,32.8,17.8,9,4.304
1961-10-01,0.0,31.7,18.3,10,4.446
1961-10-02,0.0,32.8,20.6,10,4.587
1961-10-03,9.1,23.9,8.9,10,4.587
1961-10-04,0.0,21.1,5.6,10,4.446
1961-10-05,0.0,23.9,5.6,10,4.446
1961-10-06,0.0,24.4,8.9,10,4.446
1961-10-07,0.0,27.2,11.1,10,4.446
1961-10-08,0.0,29.4,16.7,10,4.446
1961-10-09,0.0,32.2,22.8,10,4.446
1961-10-10,0.5,32.2,23.3,10,4.587
1961-10-11,18.5,26.7,18.9,10,4.446
1961-10-12,0.3,30.0,18.9,10,4.446
1961-10-13,0.0,29.4,15.6,10,4.446
1961-10-14,0.0,30.6,16.1,10,4.446
1961-10-15,0.0,26.7,11.7,10,4.446
1961-10-16,0.0,25.0,4.4,10,4.446
1961-10-17,0.0,25.0,3.9,10,4.446
1961-10-18,0.0,26.7,7.8,10,4.446
1961-10-19,0.0,26.7,10.0,10,4.304
1961-10-20,0.0,27.8,11.1,10,4.304
1961-10-21,0.0,25.6,7.2,10,4.304
1961-10-22,0.0,28.3,8.9,10,4.304
1961-10-23,0.0,28.9,12.8,10,4.304
1961-10-24,0.0,28.9,17.2,10,4.304
1961-10-25,0.0,29.4,17.2,10,4.163
1961-10-26,13.2,28.9,12.8,10,4.163
1961-10-27,3.8,14.4,8.9,10,4.163
1961-10-28,0.0,24.4,9.4,10,4.163
1961-10-29,0.0,27.8,21.1,10,4.304
1961-10-30,0.0,28.9,20.6,10,4.304
1961-10-31,0.0,31.1,21.1,10,4.304
1961-11-01,6.4,28.3,20.6,11,4.304
1961-11-02,1.0,30.0,21.1,11,4.304
1961-11-03,9.1,22.8,6.7,11,4.304
1961-11-04,0.0,16.1,1.1,11,4.163
1961-11-05,0.0,21.1,2.2,11,4.163
1961-11-06,1.0,15.0,6.1,11,4.163
1961-11-07,0.0,12.8,6.1,11,4.163
1961-11-08,0.0,20.0,7.2,11,4.163
1961-11-09,0.0,19.4,6.1,11,4.163
1961-11-10,0.0,18.9,5.6,11,4.163
1961-11-11,0.8,17.8,8.3,11,4.304
1961-11-12,0.0,18.3,13.9,11,4.304
1961-11-13,54.9,27.2,13.3,11,4.304
1961-11-14,14.0,16.1,7.8,11,4.304
1961-11-15,4.6,12.8,7.8,11,4.446
1961-11-16,0.0,20.0,3.9,11,4.304
1961-11-17,0.0,16.1,4.4,11,4.304
1961-11-18,0.0,12.8,5.6,11,4.304
1961-11-19,0.0,17.2,3.9,11,4.304
1961-11-20,0.0,17.2,4.4,11,4.304
1961-11-21,0.0,17.2,10.6,11,4.304
1961-11-22,3.6,21.7,13.9,11,4.446
1961-11-23,3.8,21.1,1.1,11,4.446
1961-11-24,0.0,23.9,2.2,11,4.304
1961-11-25,0.0,22.2,2.2,11,4.163
1961-11-26,0.0,23.3,5.6,11,4.163
1961-11-27,0.0,25.0,8.9,11,4.304
1961-11-28,0.0,24.4,7.8,11,4.304
1961-11-29,0.0,10.6,7.8,11,4.304
1961-11-30,0.0,11.7,8.3,11,4.304
1961-12-01,0.0,17.2,8.3,12,4.304
1961-12-02,0.0,20.166666666666668,12.2,12,4.304
1961-12-03,0.0,23.133333333333333,14.433333333333332,12,4.446
1961-12-04,0.0,26.1,16.666666666666664,12,4.446
1961-12-05,0.0,26.7,18.9,12,4.304
1961-12-06,0.0,19.4,11.7,12,4.304
1961-12-07,0.0,17.8,11.1,12,4.304
1961-12-08,1.5,17.5,9.4,12,4.304
1961-12-09,4.8,17.2,9.4,12,4.304
1961-12-10,0.0,16.1,5.0,12,4.304
1961-12-11,1.5,15.0,6.1,12,4.304
1961-12-12,0.5,11.7,1.1,12,4.304
1961-12-13,0.0,7.2,-3.9,12,4.163
1961-12-14,0.0,4.4,-3.3,12,4.163
1961-12-15,3.6,7.8,2.8,12,4.163
1961-12-16,3.0,8.9,6.1,12,4.163
1961-12-17,10.2,17.8,7.8,12,4.304
1961-12-18,0.0,21.1,1.1,12,4.304
1961-12-19,0.0,23.9,2.8,12,4.304
1961-12-20,0.0,15.6,0.0,12,4.304
1961-12-21,0.0,15.6,-0.6,12,4.248
1961-12-22,0.0,20.6,5.6,12,4.248
1961-12-23,0.0,19.4,2.2,12,4.248
1961-12-24,0.0,16.7,-3.3,12,4.163
1961-12-25,0.0,17.2,-3.3,12,4.163
1961-12-26,0.0,16.1,5.6,12,4.163
1961-12-27,0.0,23.3,3.9,12,4.163
1961-12-28,0.0,13.9,-2.2,12,4.163
1961-12-29,0.0,12.8,-6.1,12,4.021
1961-12-30,0.0,16.7,-5.6,12,4.021
1961-12-31,0.0,18.9,3.3,12,4.021
1962-01-01,0.0,18.3,1.7,1,4.021
1962-01-02,0.0,15.6,-0.6,1,4.021
1962-01-03,0.0,22.2,-0.6,1,4.021
1962-01-04,0.0,20.6,1.1,1,4.021
1962-01-05,0.0,23.9,7.8,1,4.021
1962-01-06,0.0,11.1,-2.2,1,4.021
1962-01-07,0.0,16.1,-1.1,1,4.021
1962-01-08,0.0,18.3,-2.2,1,4.021
1962-01-09,2.0,21.1,-2.2,1,4.021
1962-01-10,0.0,0.6,-9.4,1,4.021
1962-01-11,0.0,-3.9,-8.9,1,4.021
1962-01-12,0.0,1.1,-14.4,1,4.021
1962-01-13,0.0,9.4,-12.2,1,4.021
1962-01-14,4.8,15.6,-2.8,1,4.021
1962-01-15,0.0,22.8,-1.7,1,4.021
1962-01-16,0.0,12.8,-4.4,1,4.021
1962-01-17,0.0,16.1,-4.4,1,4.021
1962-01-18,0.0,13.3,2.8,1,4.049
1962-01-19,1.0,10.6,2.8,1,4.078
1962-01-20,0.0,3.3,-2.2,1,4.106
1962-01-21,2.8,8.3,-2.2,1,4.134
1962-01-22,3.0,18.3,7.8,1,4.163
1962-01-23,0.0,18.9,-2.8,1,4.163
1962-01-24,3.6,2.8,-2.2,1,4.021
1962-01-25,0.8,8.3,2.2,1,4.021
1962-01-26,6.4,14.4,8.3,1,4.021
1962-01-27,0.0,20.6,8.3,1,4.021
1962-01-28,0.0,18.3,0.6,1,3.879
1962-01-29,0.0,20.0,-0.6,1,3.879
1962-01-30,0.0,22.8,-0.6,1,3.879
1962-01-31,0.0,25.6,1.7,1,4.021
1962-02-01,0.0,26.7,2.8,2,4.021
1962-02-02,0.0,25.0,5.0,2,4.021
1962-02-03,0.0,24.4,8.3,2,4.021
1962-02-04,0.0,27.2,7.8,2,3.879
1962-02-05,0.0,26.7,7.8,2,3.879
1962-02-06,0.0,19.4,2.8,2,3.879
1962-02-07,0.0,12.2,-1.1,2,3.879
1962-02-08,0.0,20.0,2.2,2,3.879
1962-02-09,0.0,29.4,7.8,2,3.879
1962-02-10,0.0,31.7,7.8,2,3.879
1962-02-11,0.0,22.8,8.3,2,3.879
1962-02-12,0.0,26.7,11.7,2,3.879
1962-02-13,0.0,29.4,15.0,2,3.851
1962-02-14,0.0,29.4,15.0,2,3.851
1962-02-15,26.2,25.0,12.2,2,3.851
1962-02-16,0.0,29.4,8.3,2,3.851
1962-02-17,0.0,22.2,8.3,2,3.823
1962-02-18,0.0,23.3,12.8,2,3.823
1962-02-19,0.0,25.6,6.7,2,3.823
1962-02-20,0.0,25.0,7.2,2,3.794
1962-02-21,1.0,23.9,6.7,2,3.794
1962-02-22,0.0,24.4,11.7,2,3.794
1962-02-23,8.6,26.1,13.9,2,3.794
1962-02-24,0.0,25.6,3.9,2,3.766
1962-02-25,0.0,22.2,7.8,2,3.766
1962-02-26,0.0,28.3,11.7,2,3.766
1962-02-27,0.0,22.2,4.4,2,3.738
1962-02-28,1.5,10.6,-1.7,2,3.738
1962-03-01,0.0,8.3,-3.9,3,3.738
1962-03-02,0.0,7.8,-4.4,3,3.738
1962-03-03,0.0,16.7,0.0,3,3.738
1962-03-04,0.0,22.2,3.3,3,3.738
