,PRCP,TMAX,TMIN,Month,SanMarcos_SF(m3)
1978-03-12,0.0,26.7,5.0,3,3.37
1978-03-13,0.0,21.1,10.6,3,3.426
1978-03-14,0.0,27.8,7.2,3,3.426
1978-03-15,0.0,27.8,8.3,3,3.426
1978-03-16,0.0,25.0,6.1,3,3.426
1978-03-17,0.0,18.9,1.7,3,3.37
1978-03-18,0.0,23.3,1.7,3,3.426
1978-03-19,0.0,25.0,8.3,3,3.37
1978-03-20,0.0,26.7,10.0,3,3.37
1978-03-21,0.0,25.6,15.0,3,3.37
1978-03-22,0.0,28.9,15.6,3,3.341
1978-03-23,0.0,26.1,16.1,3,3.341
1978-03-24,5.8,23.9,9.4,3,3.256
1978-03-25,0.0,20.0,5.6,3,3.115
1978-03-26,0.0,17.8,3.9,3,3.058
1978-03-27,0.0,22.2,3.9,3,3.087
1978-03-28,0.0,26.1,5.0,3,3.087
1978-03-29,0.0,25.6,7.2,3,3.143
1978-03-30,0.0,23.3,8.9,3,3.171
1978-03-31,0.0,26.1,11.7,3,3.2
1978-04-01,0.0,26.7,13.9,4,3.256
1978-04-02,0.0,28.3,16.7,4,3.228
1978-04-03,0.0,26.1,18.3,4,3.2
1978-04-04,0.0,29.4,18.9,4,3.115
1978-04-05,0.0,29.4,18.3,4,3.058
1978-04-06,0.0,27.2,17.2,4,3.058
1978-04-07,0.0,26.7,17.2,4,3.058
1978-04-08,0.0,27.2,19.4,4,3.058
1978-04-09,0.0,25.6,15.6,4,3.058
1978-04-10,24.4,27.8,17.8,4,3.03
1978-04-11,0.8,22.8,11.7,4,3.115
1978-04-12,0.0,20.6,10.6,4,3.058
1978-04-13,3.8,16.1,6.7,4,3.115
1978-04-14,0.0,25.0,6.7,4,3.2
1978-04-15,0.0,23.9,8.9,4,3.228
1978-04-16,0.0,27.2,16.7,4,3.2
1978-04-17,0.0,27.8,18.3,4,3.2
1978-04-18,1.0,27.8,17.8,4,3.171
1978-04-19,0.0,30.6,10.0,4,3.2
1978-04-20,0.0,25.0,9.4,4,3.228
1978-04-21,0.0,25.0,5.0,4,3.228
1978-04-22,0.0,26.7,7.8,4,3.313
1978-04-23,0.5,22.2,12.8,4,3.341
1978-04-24,0.0,28.9,14.4,4,3.455
1978-04-25,0.0,31.1,16.7,4,3.455
1978-04-26,0.0,27.2,11.7,4,3.511
1978-04-27,0.0,25.6,8.3,4,3.511
1978-04-28,0.0,26.7,8.9,4,3.511
1978-04-29,0.0,27.2,16.1,4,3.511
1978-04-30,0.0,25.6,19.4,4,3.511
1978-05-01,0.0,30.0,20.0,5,3.511
1978-05-02,0.0,30.0,20.0,5,3.455
1978-05-03,26.4,27.8,11.1,5,3.455
1978-05-04,0.0,22.2,6.7,5,3.455
1978-05-05,0.0,25.0,6.7,5,3.37
1978-05-06,0.5,31.7,13.3,5,3.37
1978-05-07,0.0,25.6,21.7,5,3.455
1978-05-08,0.0,31.7,20.0,5,3.426
1978-05-09,0.0,33.9,16.1,5,3.37
1978-05-10,0.0,33.3,18.3,5,3.341
1978-05-11,6.1,31.7,19.4,5,3.285
1978-05-12,0.5,31.7,20.0,5,3.285
1978-05-13,5.1,35.0,17.8,5,3.285
1978-05-14,0.0,30.6,15.6,5,3.285
1978-05-15,0.0,32.8,12.2,5,3.341
1978-05-16,0.0,33.9,16.1,5,3.341
1978-05-17,0.0,32.8,21.7,5,3.285
1978-05-18,0.0,33.3,21.1,5,3.285
1978-05-19,0.0,33.9,21.1,5,3.341
1978-05-20,0.0,34.4,21.7,5,3.341
1978-05-21,24.9,28.9,19.4,5,3.37
1978-05-22,4.6,29.4,20.0,5,3.37
1978-05-23,0.0,31.1,21.7,5,3.37
1978-05-24,0.0,31.7,22.2,5,3.37
1978-05-25,0.0,32.2,22.2,5,3.341
1978-05-26,2.0,31.7,23.3,5,3.285
1978-05-27,0.3,32.8,22.8,5,3.256
1978-05-28,0.0,33.3,21.7,5,3.256
1978-05-29,0.0,32.8,20.0,5,3.341
1978-05-30,49.0,32.8,17.8,5,3.341
1978-05-31,0.0,31.133333333333333,17.8,5,3.37
1978-06-01,0.5,29.466666666666665,22.2,6,3.37
1978-06-02,3.3,27.8,20.6,6,3.37
1978-06-03,6.1,32.8,21.7,6,3.37
1978-06-04,5.1,27.8,19.4,6,3.37
1978-06-05,0.0,31.1,18.9,6,3.341
1978-06-06,0.0,32.2,18.9,6,3.285
1978-06-07,38.1,33.9,18.9,6,3.596
1978-06-08,0.0,31.7,18.9,6,3.823
1978-06-09,0.0,32.8,19.4,6,3.738
1978-06-10,0.0,30.0,17.2,6,3.766
1978-06-11,0.0,31.7,17.2,6,3.766
1978-06-12,0.0,33.3,22.8,6,3.681
1978-06-13,0.0,34.4,22.2,6,3.54
1978-06-14,0.0,35.0,20.6,6,3.511
1978-06-15,0.0,34.4,20.6,6,3.511
1978-06-16,0.0,34.4,22.8,6,3.511
1978-06-17,0.0,33.9,22.2,6,3.511
1978-06-18,0.0,33.3,22.2,6,3.511
1978-06-19,0.0,33.9,21.7,6,3.511
1978-06-20,0.0,33.9,21.7,6,3.455
1978-06-21,0.0,34.4,16.7,6,3.455
1978-06-22,0.0,34.4,20.0,6,3.426
1978-06-23,0.0,33.9,21.7,6,3.341
1978-06-24,0.0,33.9,22.2,6,3.455
1978-06-25,0.0,36.1,22.2,6,3.455
1978-06-26,0.0,36.1,24.4,6,3.341
1978-06-27,0.0,35.6,22.2,6,3.285
1978-06-28,0.0,36.1,22.2,6,3.285
1978-06-29,3.3,35.6,20.6,6,3.2
1978-06-30,0.0,35.6,22.8,6,3.2
1978-07-01,0.0,35.6,23.3,7,3.2
1978-07-02,0.0,36.1,21.7,7,3.2
1978-07-03,0.0,36.7,22.8,7,3.256
1978-07-04,0.0,36.7,22.2,7,3.2
1978-07-05,0.0,36.86666666666667,22.8,7,3.2
1978-07-06,0.0,37.03333333333334,24.4,7,3.2
1978-07-07,0.0,37.2,22.2,7,3.2
1978-07-08,0.0,37.2,20.6,7,3.256
1978-07-09,0.0,37.8,21.1,7,3.2
1978-07-10,0.0,37.2,22.2,7,3.115
1978-07-11,0.0,37.2,21.7,7,3.115
1978-07-12,0.0,37.2,21.7,7,3.03
1978-07-13,0.0,37.8,23.3,7,2.973
1978-07-14,0.0,38.3,23.3,7,2.945
1978-07-15,0.0,37.8,23.3,7,2.888
1978-07-16,0.0,39.4,23.3,7,2.888
1978-07-17,0.0,40.6,25.0,7,2.86
1978-07-18,0.0,38.9,24.4,7,2.86
1978-07-19,0.0,37.8,23.3,7,2.86
1978-07-20,0.0,35.6,22.8,7,2.888
1978-07-21,0.0,37.8,22.8,7,2.888
1978-07-22,0.0,37.2,22.2,7,2.86
1978-07-23,0.3,37.2,23.9,7,2.945
1978-07-24,5.1,37.8,20.6,7,2.917
1978-07-25,0.0,36.7,20.6,7,2.888
1978-07-26,0.0,36.7,22.2,7,2.86
1978-07-27,0.0,37.8,22.8,7,2.832
1978-07-28,0.0,37.8,21.7,7,2.832
1978-07-29,1.5,32.2,21.7,7,2.86
1978-07-30,0.0,36.1,21.7,7,2.945
1978-07-31,3.6,35.6,22.2,7,2.973
1978-08-01,48.5,23.3,20.0,8,3.115
1978-08-02,36.3,26.7,21.1,8,3.256
1978-08-03,0.0,33.3,23.3,8,3.285
1978-08-04,0.0,33.9,22.2,8,3.285
1978-08-05,0.0,33.9,22.2,8,3.285
1978-08-06,0.0,35.6,20.6,8,3.285
1978-08-07,0.0,33.9,21.7,8,3.256
1978-08-08,0.0,35.0,20.6,8,3.313
1978-08-09,0.0,34.4,20.6,8,3.313
1978-08-10,0.0,35.0,23.3,8,3.285
1978-08-11,0.0,35.0,22.8,8,3.256
1978-08-12,0.0,35.0,23.3,8,3.2
1978-08-13,0.0,35.0,22.8,8,3.256
1978-08-14,0.0,35.6,23.9,8,3.2
1978-08-15,0.0,35.6,23.9,8,3.2
1978-08-16,0.0,36.1,23.9,8,3.228
1978-08-17,0.0,35.6,24.4,8,3.143
1978-08-18,0.0,35.6,25.0,8,3.115
1978-08-19,0.0,35.6,22.8,8,3.143
1978-08-20,0.0,36.7,23.3,8,3.171
1978-08-21,0.0,37.2,20.6,8,3.171
1978-08-22,0.0,36.1,20.0,8,3.115
1978-08-23,0.0,36.1,20.6,8,3.115
1978-08-24,0.0,36.1,20.0,8,3.058
1978-08-25,0.0,36.1,22.2,8,3.058
1978-08-26,0.0,37.2,21.7,8,3.058
1978-08-27,0.0,36.1,22.2,8,3.058
1978-08-28,0.0,37.2,21.1,8,2.973
1978-08-29,0.0,36.7,20.6,8,2.973
1978-08-30,2.0,35.6,20.6,8,3.087
1978-08-31,3.8,27.8,20.6,8,3.115
1978-09-01,0.0,31.1,20.0,9,3.2
1978-09-02,1.8,29.4,21.1,9,3.171
1978-09-03,0.0,33.9,20.6,9,3.171
1978-09-04,0.0,35.0,20.0,9,3.2
1978-09-05,5.3,36.1,19.4,9,3.2
1978-09-06,0.0,34.4,19.4,9,3.171
1978-09-07,0.0,33.3,20.0,9,3.2
1978-09-08,14.7,30.0,21.1,9,3.2
1978-09-09,0.8,29.4,21.1,9,3.256
1978-09-10,0.3,32.2,22.2,9,3.37
1978-09-11,4.3,28.3,22.2,9,3.37
1978-09-12,31.0,29.4,22.8,9,3.37
1978-09-13,38.4,32.8,22.2,9,3.37
1978-09-14,31.5,25.6,21.1,9,3.851
1978-09-15,0.0,29.4,22.2,9,3.908
1978-09-16,0.0,33.9,23.3,9,3.908
1978-09-17,0.0,32.8,22.2,9,3.936
1978-09-18,0.0,32.8,22.8,9,3.936
1978-09-19,0.0,32.8,23.3,9,3.908
1978-09-20,0.0,33.3,22.2,9,3.908
1978-09-21,0.0,33.3,22.8,9,3.879
1978-09-22,0.0,29.4,20.6,9,3.851
1978-09-23,4.1,31.1,20.6,9,3.851
1978-09-24,0.0,25.0,20.0,9,3.851
1978-09-25,0.0,30.6,15.6,9,3.823
1978-09-26,0.0,30.0,16.7,9,3.738
1978-09-27,0.0,28.9,17.8,9,3.681
1978-09-28,2.5,21.1,17.8,9,3.681
1978-09-29,0.0,26.7,15.6,9,3.681
1978-09-30,0.0,30.0,15.0,9,3.71
1978-10-01,0.0,31.7,12.8,10,3.681
1978-10-02,0.0,31.1,15.0,10,3.653
1978-10-03,0.0,30.6,15.6,10,3.653
1978-10-04,0.3,31.1,16.7,10,3.653
1978-10-05,0.0,30.6,17.8,10,3.653
1978-10-06,0.0,31.7,20.0,10,3.511
1978-10-07,0.0,22.2,16.1,10,3.625
1978-10-08,0.0,26.1,12.8,10,3.653
1978-10-09,0.0,23.9,13.3,10,3.625
1978-10-10,0.0,26.7,15.0,10,3.596
1978-10-11,0.0,30.0,17.8,10,3.625
1978-10-12,0.0,31.7,21.7,10,3.596
1978-10-13,1.5,31.1,18.9,10,3.54
1978-10-14,0.0,30.0,12.8,10,3.54
1978-10-15,0.0,23.3,4.4,10,3.54
1978-10-16,0.0,27.2,6.1,10,3.511
1978-10-17,0.0,30.0,8.9,10,3.426
1978-10-18,0.0,27.8,8.3,10,3.455
1978-10-19,0.0,27.2,7.8,10,3.455
1978-10-20,0.0,29.4,8.9,10,3.455
1978-10-21,0.0,31.1,8.3,10,3.426
1978-10-22,0.0,29.4,7.2,10,3.426
1978-10-23,0.0,30.6,14.4,10,3.398
1978-10-24,0.0,27.2,13.3,10,3.398
1978-10-25,0.0,22.2,12.8,10,3.341
1978-10-26,8.1,23.3,15.0,10,3.341
1978-10-27,0.0,21.7,10.6,10,3.285
1978-10-28,0.0,25.0,10.6,10,3.341
1978-10-29,0.0,25.6,10.0,10,3.341
1978-10-30,0.0,26.1,8.3,10,3.228
1978-10-31,0.0,28.9,8.3,10,3.2
1978-11-01,0.0,29.4,10.6,11,3.2
1978-11-02,0.0,28.3,12.8,11,3.171
1978-11-03,0.0,30.0,12.8,11,3.2
1978-11-04,0.0,27.8,12.8,11,3.256
1978-11-05,1.5,28.3,11.1,11,3.256
1978-11-06,119.4,23.3,12.2,11,3.37
1978-11-07,0.0,21.1,9.4,11,3.455
1978-11-08,0.0,18.3,2.2,11,3.455
1978-11-09,0.0,17.2,1.7,11,3.455
1978-11-10,0.0,23.3,2.2,11,3.455
1978-11-11,0.3,28.3,10.6,11,3.426
1978-11-12,2.5,23.3,13.9,11,3.455
1978-11-13,3.6,27.2,12.8,11,3.483
1978-11-14,0.3,28.9,18.3,11,3.455
1978-11-15,2.5,29.4,18.3,11,3.455
1978-11-16,15.5,21.7,6.7,11,3.455
1978-11-17,2.0,8.9,0.6,11,3.455
1978-11-18,0.5,17.8,1.1,11,3.455
1978-11-19,2.3,20.6,10.0,11,3.54
1978-11-20,19.3,12.8,8.3,11,3.766
1978-11-21,3.8,11.7,8.3,11,3.766
1978-11-22,5.3,11.7,10.0,11,3.823
1978-11-23,0.3,18.3,10.6,11,3.794
1978-11-24,0.0,23.9,11.7,11,3.794
1978-11-25,1.0,23.3,17.8,11,3.794
1978-11-26,38.1,25.6,16.7,11,3.823
1978-11-27,1.0,24.4,8.9,11,4.078
1978-11-28,0.0,12.2,5.0,11,4.078
1978-11-29,0.3,11.1,5.6,11,4.049
1978-11-30,0.0,23.3,4.4,11,3.993
1978-12-01,0.0,25.0,5.0,12,4.049
1978-12-02,0.3,25.6,6.7,12,4.049
1978-12-03,0.0,27.8,17.8,12,4.134
1978-12-04,1.5,17.8,1.7,12,4.106
1978-12-05,0.0,16.7,-0.6,12,4.106
1978-12-06,0.0,22.2,1.7,12,4.078
1978-12-07,1.0,16.7,4.4,12,4.078
1978-12-08,0.3,5.6,-1.1,12,4.049
1978-12-09,0.0,2.2,-5.6,12,4.049
1978-12-10,0.0,6.1,-9.4,12,4.049
1978-12-11,0.0,7.8,-7.8,12,3.964
1978-12-12,0.0,14.4,-3.9,12,3.908
1978-12-13,0.0,15.0,-2.2,12,3.936
1978-12-14,0.0,15.6,6.1,12,3.964
1978-12-15,5.6,8.3,5.6,12,3.993
1978-12-16,0.0,17.8,3.3,12,3.964
1978-12-17,0.0,21.1,3.3,12,3.908
1978-12-18,0.0,15.0,5.0,12,3.851
1978-12-19,0.0,19.4,8.9,12,3.936
1978-12-20,0.3,22.2,13.3,12,3.908
1978-12-21,0.0,25.0,3.9,12,3.851
1978-12-22,0.0,15.6,-2.2,12,3.823
1978-12-23,0.0,18.3,-2.2,12,3.794
1978-12-24,0.0,20.6,4.4,12,3.794
1978-12-25,0.0,16.7,-3.3,12,3.794
1978-12-26,0.0,21.1,-1.1,12,3.766
1978-12-27,0.0,15.6,6.1,12,3.823
1978-12-28,0.0,16.1,5.0,12,3.823
1978-12-29,2.3,15.0,7.2,12,3.766
1978-12-30,0.3,20.6,13.3,12,3.766
1978-12-31,50.8,16.1,1.1,12,3.908
1979-01-01,49.3,1.7,-3.9,1,4.587
1979-01-02,0.0,0.0,-10.0,1,4.474
1979-01-03,0.0,2.2,-10.6,1,4.389
1979-01-04,3.8,7.2,-5.6,1,4.389
1979-01-05,5.3,10.0,2.8,1,4.389
1979-01-06,3.6,9.4,-0.6,1,4.531
1979-01-07,25.4,0.0,-1.1,1,4.361
1979-01-08,0.0,3.9,-6.1,1,4.248
1979-01-09,0.0,3.3,-7.8,1,4.276
1979-01-10,2.8,3.3,-6.7,1,4.474
1979-01-11,35.6,5.0,1.1,1,5.493
1979-01-12,0.5,9.4,-1.1,1,5.833
1979-01-13,0.3,16.1,-1.7,1,5.663
1979-01-14,0.0,10.6,-7.2,1,5.493
1979-01-15,0.0,4.4,-6.1,1,5.38
1979-01-16,0.0,7.8,-6.1,1,5.38
1979-01-17,1.5,15.6,7.2,1,5.352
1979-01-18,1.0,19.4,14.4,1,5.38
1979-01-19,2.0,20.6,18.3,1,5.352
1979-01-20,1.0,21.1,10.0,1,5.295
1979-01-21,0.0,26.1,2.2,1,5.267
1979-01-22,0.0,15.0,-1.7,1,5.182
1979-01-23,0.0,18.3,-1.7,1,5.069
1979-01-24,0.0,11.1,-5.0,1,5.04
1979-01-25,1.5,10.0,-3.3,1,5.097
1979-01-26,7.1,12.2,3.9,1,5.154
1979-01-27,0.3,13.3,4.4,1,5.069
1979-01-28,0.0,11.7,-2.2,1,5.04
1979-01-29,1.5,5.6,-1.7,1,5.04
1979-01-30,5.3,5.0,1.7,1,5.069
1979-01-31,0.0,14.4,-4.4,1,4.927
1979-02-01,0.0,6.1,-4.4,2,4.899
1979-02-02,2.0,7.2,-1.7,2,4.955
1979-02-03,4.8,9.4,4.4,2,4.984
1979-02-04,2.8,11.7,3.9,2,5.069
1979-02-05,19.6,6.7,3.9,2,5.38
1979-02-06,18.8,6.1,2.2,2,5.748
1979-02-07,0.0,13.9,2.2,2,6.116
1979-02-08,0.0,13.3,2.2,2,6.116
1979-02-09,0.0,22.2,-3.9,2,6.116
1979-02-10,0.0,6.7,-2.8,2,6.06
1979-02-11,0.0,16.7,-2.2,2,6.031
1979-02-12,0.0,20.6,1.7,2,5.975
1979-02-13,0.0,23.9,9.4,2,5.947
1979-02-14,0.0,24.4,11.1,2,6.003
1979-02-15,0.0,26.7,15.0,2,5.975
1979-02-16,0.0,26.1,0.6,2,5.862
1979-02-17,0.0,1.7,-3.3,2,5.833
1979-02-18,0.0,0.6,-5.6,2,5.805
1979-02-19,0.0,4.4,-3.3,2,5.805
1979-02-20,0.3,5.0,-1.7,2,5.862
1979-02-21,0.8,18.3,4.4,2,5.862
1979-02-22,0.3,18.3,7.8,2,5.862
1979-02-23,1.0,23.9,17.8,2,6.088
1979-02-24,31.0,23.3,11.7,2,6.4
1979-02-25,0.0,18.3,-0.6,2,6.201
1979-02-26,0.0,16.7,-1.1,2,6.116
1979-02-27,0.0,17.8,1.1,2,6.06
1979-02-28,0.0,18.9,7.2,2,6.145
1979-03-01,0.0,25.0,3.9,3,6.258
1979-03-02,0.0,23.9,4.4,3,6.286
1979-03-03,2.8,23.3,7.8,3,6.286
1979-03-04,0.0,23.3,3.9,3,6.286
1979-03-05,0.0,16.1,0.0,3,6.258
1979-03-06,0.0,18.9,0.0,3,6.201
1979-03-07,0.0,23.9,3.9,3,6.201
1979-03-08,0.0,28.3,5.0,3,6.258
1979-03-09,0.0,28.3,5.0,3,6.286
1979-03-10,0.0,28.3,11.7,3,6.315
1979-03-11,3.8,22.75,8.35,3,6.258
1979-03-12,3.3,17.2,5.0,3,6.23
1979-03-13,0.0,21.1,8.3,3,6.201
1979-03-14,0.0,26.7,12.8,3,6.201
1979-03-15,0.0,21.1,10.0,3,6.258
1979-03-16,5.3,14.4,7.8,3,6.23
1979-03-17,4.3,17.2,7.8,3,6.201
1979-03-18,5.1,21.7,13.05,3,6.258
1979-03-19,0.0,25.6,18.3,3,6.201
1979-03-20,3.0,23.3,18.9,3,6.371
1979-03-21,57.7,23.3,13.9,3,6.711
1979-03-22,15.5,22.8,14.4,3,7.079
1979-03-23,0.0,25.6,9.4,3,7.221
1979-03-24,0.0,20.0,5.6,3,7.334
1979-03-25,2.5,21.1,5.6,3,7.249
1979-03-26,0.0,24.4,5.6,3,7.192
1979-03-27,0.0,26.7,7.2,3,7.023
1979-03-28,0.0,22.2,17.2,3,6.853
1979-03-29,0.0,22.8,18.3,3,6.853
1979-03-30,0.0,22.8,18.3,3,6.796
1979-03-31,8.6,26.1,12.8,3,6.796
1979-04-01,12.7,21.1,15.6,4,6.796
1979-04-02,0.0,24.4,10.6,4,6.824
1979-04-03,11.4,13.3,9.4,4,6.966
1979-04-04,0.5,15.0,7.8,4,6.881
1979-04-05,0.0,20.0,4.4,4,6.739
1979-04-06,0.0,23.3,5.6,4,6.654
1979-04-07,0.0,25.0,12.2,4,6.683
1979-04-08,0.8,21.7,15.0,4,6.739
1979-04-09,0.0,27.2,14.4,4,6.598
1979-04-10,0.0,21.1,13.9,4,6.598
1979-04-11,0.0,23.3,18.3,4,6.626
1979-04-12,0.0,28.3,12.8,4,6.541
1979-04-13,0.0,28.3,12.2,4,6.428
1979-04-14,0.0,25.6,7.8,4,6.371
1979-04-15,0.0,28.3,11.1,4,6.286
1979-04-16,0.0,27.8,13.3,4,6.286
1979-04-17,0.3,28.3,18.3,4,6.258
1979-04-18,15.2,21.1,18.3,4,6.456
1979-04-19,21.1,28.3,18.9,4,6.711
1979-04-20,3.6,26.1,17.2,4,6.853
1979-04-21,21.3,29.4,16.7,4,6.994
1979-04-22,0.5,27.2,16.1,4,7.192
1979-04-23,0.0,25.0,15.0,4,7.306
1979-04-24,0.0,26.1,12.2,4,7.334
1979-04-25,0.0,27.8,12.2,4,7.306
1979-04-26,0.0,29.4,16.1,4,7.192
1979-04-27,0.0,25.0,10.0,4,7.108
1979-04-28,0.0,26.7,10.0,4,7.108
1979-04-29,29.7,25.6,13.3,4,7.249
1979-04-30,0.0,26.7,16.1,4,7.447
1979-05-01,0.0,25.0,16.1,5,7.419
1979-05-02,21.1,23.9,16.1,5,7.532
1979-05-03,1.5,24.4,20.6,5,7.844
1979-05-04,0.0,26.7,12.2,5,7.674
1979-05-05,0.0,18.3,7.2,5,7.646
1979-05-06,0.0,23.9,7.8,5,7.617
1979-05-07,0.0,27.2,11.7,5,7.561
1979-05-08,0.0,29.4,17.2,5,7.561
1979-05-09,0.0,30.6,21.1,5,7.476
1979-05-10,0.0,28.9,21.7,5,7.419
1979-05-11,0.5,30.0,15.6,5,7.476
1979-05-12,8.1,17.8,8.9,5,7.476
1979-05-13,0.0,25.0,9.4,5,7.419
1979-05-14,0.0,27.2,9.4,5,7.419
1979-05-15,0.0,29.4,10.6,5,7.362
1979-05-16,0.0,28.9,12.8,5,7.334
1979-05-17,0.0,28.9,13.3,5,7.334
1979-05-18,0.0,27.8,15.0,5,7.334
1979-05-19,0.0,30.0,18.9,5,7.306
1979-05-20,0.0,29.4,20.6,5,7.306
1979-05-21,0.0,30.6,20.0,5,7.306
1979-05-22,15.7,26.7,16.7,5,7.249
1979-05-23,0.0,27.2,15.6,5,7.249
1979-05-24,0.0,28.9,17.8,5,7.192
1979-05-25,0.0,28.3,15.0,5,7.136
1979-05-26,0.0,31.7,13.3,5,7.079
1979-05-27,0.3,28.9,13.3,5,7.023
1979-05-28,4.1,30.0,18.3,5,7.023
1979-05-29,0.5,30.0,18.3,5,6.966
1979-05-30,0.0,32.2,21.1,5,6.909
1979-05-31,8.1,33.3,18.3,5,6.853
1979-06-01,0.0,31.7,18.9,6,6.909
1979-06-02,24.6,23.3,20.0,6,6.966
1979-06-03,0.0,27.8,20.0,6,7.023
1979-06-04,0.0,30.0,20.6,6,6.994
1979-06-05,17.3,27.8,19.4,6,6.994
1979-06-06,10.9,27.8,20.0,6,6.994
1979-06-07,0.0,32.2,22.8,6,7.051
1979-06-08,0.0,32.8,24.4,6,7.023
1979-06-09,0.0,32.2,21.1,6,6.966
1979-06-10,0.5,32.8,19.4,6,6.909
1979-06-11,0.0,27.2,16.1,6,6.824
1979-06-12,0.0,27.2,13.3,6,6.796
1979-06-13,0.0,28.9,13.3,6,6.739
1979-06-14,0.0,30.6,13.3,6,6.711
1979-06-15,0.0,31.7,15.0,6,6.739
1979-06-16,0.0,30.6,16.1,6,6.711
1979-06-17,0.0,32.2,20.6,6,6.683
1979-06-18,0.0,31.7,20.6,6,6.598
1979-06-19,0.0,33.9,22.2,6,6.598
1979-06-20,0.0,35.0,24.4,6,6.541
1979-06-21,0.0,34.4,24.4,6,6.541
1979-06-22,0.0,35.0,23.9,6,6.4
1979-06-23,0.0,34.4,23.349999999999998,6,6.4
1979-06-24,0.0,33.3,22.799999999999997,6,6.371
1979-06-25,0.0,34.4,22.25,6,6.315
1979-06-26,0.0,34.4,21.7,6,6.343
1979-06-27,0.0,33.3,22.2,6,6.286
1979-06-28,0.0,33.3,20.6,6,6.23
1979-06-29,0.0,34.4,20.6,6,6.173
1979-06-30,0.0,36.1,21.1,6,6.145
1979-07-01,0.0,35.0,21.7,7,6.173
1979-07-02,0.0,35.0,22.8,7,6.06
1979-07-03,0.0,35.0,22.2,7,6.06
1979-07-04,0.0,35.0,22.2,7,6.003
1979-07-05,0.5,35.0,23.3,7,6.088
1979-07-06,30.0,28.9,22.8,7,6.116
1979-07-07,28.4,31.1,22.2,7,6.116
1979-07-08,0.0,33.3,22.8,7,6.145
1979-07-09,0.0,33.9,21.7,7,6.116
1979-07-10,0.0,34.4,22.8,7,6.003
1979-07-11,0.0,34.4,18.9,7,5.947
1979-07-12,0.0,33.9,20.0,7,5.918
1979-07-13,0.0,33.9,20.6,7,5.862
1979-07-14,0.0,35.0,23.9,7,5.833
1979-07-15,3.8,33.9,25.0,7,5.862
1979-07-16,0.0,33.9,22.8,7,5.777
1979-07-17,0.0,35.0,23.9,7,5.748
1979-07-18,19.1,35.6,21.1,7,5.748
1979-07-19,2.5,26.7,21.1,7,5.748
1979-07-20,0.3,31.1,21.7,7,5.777
1979-07-21,14.2,31.7,22.2,7,5.833
1979-07-22,0.0,32.2,22.2,7,5.748
1979-07-23,0.0,33.9,22.2,7,5.663
1979-07-24,0.0,34.4,22.2,7,5.607
1979-07-25,0.0,34.4,22.2,7,5.55
1979-07-26,0.0,35.0,23.3,7,5.493
1979-07-27,17.3,33.3,23.9,7,5.833
1979-07-28,114.0,26.7,21.1,7,6.541
1979-07-29,0.0,33.3,23.9,7,6.57
1979-07-30,0.0,34.4,22.8,7,6.541
1979-07-31,0.0,34.4,23.3,7,6.513
1979-08-01,0.0,35.0,24.4,8,6.343
1979-08-02,0.0,34.4,23.9,8,6.343
1979-08-03,0.0,33.9,22.2,8,6.286
1979-08-04,0.0,33.9,20.6,8,6.286
1979-08-05,0.0,33.9,21.1,8,6.258
1979-08-06,0.0,34.4,21.1,8,6.201
1979-08-07,0.0,34.4,21.7,8,6.173
1979-08-08,0.0,34.4,21.1,8,6.116
1979-08-09,0.0,33.9,20.6,8,6.116
1979-08-10,0.0,34.4,21.1,8,6.031
1979-08-11,0.0,35.0,23.9,8,6.088
1979-08-12,7.4,27.8,22.2,8,6.088
1979-08-13,0.0,32.2,21.1,8,6.088
1979-08-14,0.0,33.9,22.2,8,6.116
1979-08-15,0.0,33.9,21.1,8,6.145
1979-08-16,6.4,32.2,20.0,8,6.031
1979-08-17,0.0,33.9,21.1,8,6.06
1979-08-18,0.0,32.2,20.6,8,6.031
1979-08-19,1.5,34.4,21.1,8,5.947
1979-08-20,0.0,34.4,21.7,8,5.862
1979-08-21,0.0,35.0,21.1,8,5.777
1979-08-22,0.0,35.0,22.8,8,5.748
1979-08-23,0.3,35.6,20.0,8,5.692
1979-08-24,2.0,31.1,18.9,8,5.692
1979-08-25,2.8,35.0,19.4,8,5.663
1979-08-26,0.0,32.2,20.0,8,5.607
1979-08-27,0.0,33.9,20.0,8,5.663
1979-08-28,0.0,34.4,20.0,8,5.692
1979-08-29,0.0,33.3,20.0,8,5.748
1979-08-30,4.3,31.7,22.2,8,5.748
1979-08-31,1.3,33.3,22.2,8,5.692
1979-09-01,1.0,34.4,20.6,9,5.663
1979-09-02,0.0,33.3,21.7,9,5.607
1979-09-03,0.0,33.9,20.6,9,5.578
1979-09-04,0.3,33.9,20.0,9,5.493
1979-09-05,1.0,32.8,20.6,9,5.465
1979-09-06,0.0,33.3,21.7,9,5.465
1979-09-07,3.0,32.8,20.6,9,5.437
1979-09-08,0.0,33.9,20.0,9,5.324
1979-09-09,0.0,33.3,21.1,9,5.267
1979-09-10,0.0,31.7,15.0,9,5.154
1979-09-11,0.0,31.1,18.3,9,5.097
1979-09-12,0.0,32.8,18.9,9,5.097
1979-09-13,0.0,32.8,19.4,9,5.097
1979-09-14,0.0,33.3,20.6,9,5.154
1979-09-15,0.0,30.0,17.2,9,5.125
1979-09-16,0.0,26.1,16.1,9,5.125
1979-09-17,0.0,27.8,14.4,9,5.154
1979-09-18,7.6,31.1,18.3,9,5.182
