STATION ID,STATION NAME,DATE,DAILY PRECIPITATION (inches),DAILY MAX TEMP (DEG F),DAILY MIN TEMP (DEG F)
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/21/1959,0.00,69,53
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/22/1959,0.00,70,47
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/23/1959,0.00,76,45
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/24/1959,0.00,82,50
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/25/1959,0.00,80,63
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/26/1959,0.00,82,64
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/27/1959,0.00,81,61
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/28/1959,0.00,89,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/29/1959,0.00,85,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",4/30/1959,0.00,87,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/1/1959,0.00,83,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/2/1959,0.88,75,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/3/1959,0.00,84,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/4/1959,0.00,85,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/5/1959,0.09,79,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/6/1959,0.00,85,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/7/1959,0.00,85,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/8/1959,0.00,86,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/9/1959,0.00,85,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/10/1959,0.07,79,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/11/1959,0.00,86,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/12/1959,0.00,91,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/13/1959,0.00,90,61
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/14/1959,0.00,84,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/15/1959,0.00,83,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/16/1959,0.82,85,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/17/1959,0.00,85,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/18/1959,0.00,91,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/19/1959,0.00,92,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/20/1959,0.06,92,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/21/1959,0.18,85,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/22/1959,0.03,91,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/23/1959,0.30,80,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/24/1959,0.00,83,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/25/1959,0.00,89,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/26/1959,0.00,87,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/27/1959,0.00,89,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/28/1959,0.00,91,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/29/1959,0.00,90,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/30/1959,0.00,93,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",5/31/1959,0.00,95,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/1/1959,0.00,91,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/2/1959,0.00,91,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/3/1959,0.00,90,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/4/1959,0.00,90,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/5/1959,0.01,93,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/6/1959,0.02,88,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/7/1959,0.00,88,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/8/1959,0.00,90,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/9/1959,0.00,94,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/10/1959,0.00,97,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/11/1959,0.00,96,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/12/1959,0.00,95,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/13/1959,0.00,98,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/14/1959,0.00,94,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/15/1959,0.00,96,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/16/1959,0.00,93,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/17/1959,0.00,95,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/18/1959,0.00,97,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/19/1959,0.00,99,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/20/1959,0.00,100,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/21/1959,0.00,98,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/22/1959,0.00,96,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/23/1959,0.00,97,77
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/24/1959,0.02,91,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/25/1959,1.17,84,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/26/1959,0.10,88,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/27/1959,0.00,90,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/28/1959,0.00,92,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/29/1959,0.00,94,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",6/30/1959,0.00,93,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/1/1959,0.00,93,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/2/1959,0.00,95,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/3/1959,0.00,96,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/4/1959,0.00,97,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/5/1959,0.00,95,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/6/1959,0.00,95,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/7/1959,0.00,96,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/8/1959,0.00,97,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/9/1959,0.00,96,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/10/1959,0.00,97,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/11/1959,0.82,99,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/12/1959,0.06,92,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/13/1959,0.00,93,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/14/1959,0.00,95,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/15/1959,0.00,96,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/16/1959,0.00,95,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/17/1959,0.00,98,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/18/1959,0.00,98,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/19/1959,0.04,95,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/20/1959,0.18,93,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/21/1959,0.04,93,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/22/1959,0.00,95,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/23/1959,0.00,98,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/24/1959,0.34,92,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/25/1959,0.00,93,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/26/1959,0.00,93,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/27/1959,0.00,96,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/28/1959,0.00,96,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/29/1959,0.00,94,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/30/1959,0.00,94,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",7/31/1959,0.00,96,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/1/1959,0.00,98,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/2/1959,0.00,100,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/3/1959,0.00,101,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/4/1959,0.00,99,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/5/1959,0.00,99,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/6/1959,0.00,98,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/7/1959,0.00,100,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/8/1959,1.70,95,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/9/1959,0.00,95,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/10/1959,0.00,96,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/11/1959,0.00,97,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/12/1959,0.00,98,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/13/1959,0.00,92,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/14/1959,0.00,95,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/15/1959,0.00,96,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/16/1959,0.00,96,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/17/1959,0.00,95,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/18/1959,0.00,97,78
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/19/1959,0.00,97,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/20/1959,0.00,95,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/21/1959,0.00,91,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/22/1959,0.00,95,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/23/1959,0.15,86,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/24/1959,0.75,86,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/25/1959,0.18,83,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/26/1959,0.16,88,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/27/1959,0.09,91,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/28/1959,0.00,94,77
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/29/1959,0.00,96,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/30/1959,0.00,99,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",8/31/1959,0.02,95,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/1/1959,0.00,101,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/2/1959,0.00,96,77
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/3/1959,0.00,96,77
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/4/1959,0.00,97,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/5/1959,0.00,96,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/6/1959,0.00,96,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/7/1959,0.20,94,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/8/1959,0.30,83,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/9/1959,0.02,92,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/10/1959,0.18,93,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/11/1959,0.00,87,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/12/1959,0.00,83,57
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/13/1959,0.08,80,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/14/1959,0.00,84,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/15/1959,0.00,91,60
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/16/1959,0.00,94,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/17/1959,0.00,91,70
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/18/1959,0.00,92,68
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/19/1959,0.00,93,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/20/1959,0.00,93,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/21/1959,0.00,91,72
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/22/1959,0.06,88,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/23/1959,0.30,88,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/24/1959,0.12,84,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/25/1959,0.21,90,73
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/26/1959,0.00,95,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/27/1959,0.00,94,76
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/28/1959,0.00,92,78
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/29/1959,0.25,90,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",9/30/1959,0.00,92,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/1/1959,0.00,93,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/2/1959,0.00,94,75
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/3/1959,0.14,88,74
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/4/1959,3.66,79,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/5/1959,0.00,84,60
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/6/1959,0.00,89,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/7/1959,0.00,87,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/8/1959,0.00,88,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/9/1959,0.00,81,64
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/10/1959,0.00,87,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/11/1959,0.00,88,63
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/12/1959,0.01,86,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/13/1959,0.91,84,67
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/14/1959,0.01,74,54
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/15/1959,0.00,77,52
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/16/1959,0.00,79,52
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/17/1959,0.00,79,57
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/18/1959,0.00,76,50
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/19/1959,0.00,76,45
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/20/1959,0.00,78,49
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/21/1959,0.00,84,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/22/1959,0.00,81,57
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/23/1959,0.00,86,57
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/24/1959,0.00,82,57
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/25/1959,0.00,82,48
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/26/1959,0.00,89,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/27/1959,0.00,70,45
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/28/1959,0.00,71,44
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/29/1959,0.11,65,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/30/1959,0.09,80,64
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",10/31/1959,0.18,77,69
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/1/1959,0.01,71,62
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/2/1959,0.00,82,66
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/3/1959,0.00,81,71
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/4/1959,0.00,85,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/5/1959,0.00,63,43
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/6/1959,0.00,55,33
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/7/1959,0.00,58,27
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/8/1959,0.00,63,29
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/9/1959,0.00,67,36
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/10/1959,0.00,62,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/11/1959,0.00,76,47
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/12/1959,0.00,78,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/13/1959,0.00,75,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/14/1959,0.85,40,33
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/15/1959,0.11,43,33
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/16/1959,0.00,67,38
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/17/1959,0.00,48,30
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/18/1959,0.00,55,23
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/19/1959,0.00,63,28
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/20/1959,0.00,71,39
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/21/1959,0.00,68,51
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/22/1959,0.00,76,46
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/23/1959,1.20,68,46
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/24/1959,0.00,72,42
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/25/1959,0.00,74,37
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/26/1959,0.00,76,43
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/27/1959,0.00,55,32
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/28/1959,0.00,58,29
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/29/1959,0.00,61,29
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",11/30/1959,0.00,67,34
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/1/1959,0.00,71,49
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/2/1959,0.00,69,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/3/1959,0.00,69,36
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/4/1959,0.08,64,50
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/5/1959,0.00,59,37
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/6/1959,0.00,61,29
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/7/1959,0.00,72,33
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/8/1959,0.00,72,34
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/9/1959,0.02,67,58
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/10/1959,0.00,73,59
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/11/1959,0.05,76,51
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/12/1959,0.00,69,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/13/1959,0.00,69,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/14/1959,0.00,70,53
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/15/1959,0.42,68,48
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/16/1959,0.05,56,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/17/1959,0.00,60,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/18/1959,0.00,56,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/19/1959,0.00,61,34
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/20/1959,0.00,60,34
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/21/1959,0.00,60,35
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/22/1959,0.00,64,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/23/1959,0.00,67,49
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/24/1959,0.00,60,48
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/25/1959,0.00,62,51
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/26/1959,0.01,71,60
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/27/1959,0.00,66,40
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/28/1959,0.00,63,35
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/29/1959,0.00,65,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/30/1959,0.00,54,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",12/31/1959,0.89,61,45
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/1/1960,0.00,52,44
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/2/1960,0.01,66,47
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/3/1960,0.00,50,39
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/4/1960,0.02,48,39
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/5/1960,0.31,47,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/6/1960,0.00,50,32
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/7/1960,0.00,60,27
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/8/1960,0.00,66,35
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/9/1960,0.06,60,55
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/10/1960,0.00,69,60
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/11/1960,0.00,73,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/12/1960,0.00,73,63
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/13/1960,0.15,70,65
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/14/1960,0.00,74,50
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/15/1960,0.00,64,42
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/16/1960,0.07,51,43
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/17/1960,0.00,63,41
USW00012921,"SAN ANTONIO INTERNATIONAL AIRPORT, TX US",1/18/1960,0.00,53,32
